#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
realize,,実現する,v5igY3h6tetFGFNtWlHV
mandatory,,義務的な,v7isW481MtHeWSjD5ReA
identify,,識別する,vAwmvRlQU57jMyBas8fZ
employ,,雇う,vBsmK1JrCFmas7in18Km
terminate,,終わらせる,vCTxBIL1Z8MXR4idAHv5
extend,,延ばす,vCpJeq35D5swLkJuoXY9
customs,,税関,vFWok8nTZKSWL7dCUOea
classification,,分類,vMotc7ne8yJzfHirlys5
authority,,権威,vPdsBrRRVE8cOwiYgrCA
invention,,発明,vPtVriA4eAGhsMFxF9Mq
accommodation,,宿泊,vQp9PIJ9AQl2Zl1zjqjN
conclude,,結論づける,vakxdzdK7mQWOAEZc99j
committee,,委員会,ve5ePD0T7yaY3L9HQALY
interrupt,,中断する,vhkQqSc9CtRt7Ca4uX5V
shape,,形,vlRVKYFtGgZibekYFxsg
bargain,,特売,vlaphbR6BSoczjgYCDRn
recommend,,勧める,vnXSXcMmjDDp4zKz35yJ
host,,主催者,vp7VudPkJTHOYmylYtIJ
favor,,好意,vpdoFckGyEXATzoqfpEv
donation,,寄付,vsATl7fWi5VSkTCZbza7
supporter,,支持者,vtJQJWaDmKMEJr93rDxn
agreement,,合意,vtSGfhY2cxiCvY2KoYM9
mere,,単なる,vuGElaJRiesA4AJeKjgO
receive,,受け取る,vwqfTi63Ri81uUIvqhA5
polite,,礼儀正しい,w64IzobWvFhByj7uhrkU
accomplishment,,成就,w6ApbSF6yi8lz4rQ5tna
dull,,鈍い,w9hr04m1ZUGN82rbQBrB
submit,,提出する,wEXvgcKM37EhJa5Rw7Vw
scenery,,景色,wGiFwz0ObAloQN5F8QG6
spare part,,予備部品,wKT2ykDfSr4nPudofPg8
advertisement,,広告,wTe720GQaHhnSDdQFD6K
thorough,,徹底的,wXPZpMAh7ZMnmzeQQgNg
leisure,,余暇,wYRLPzoW9TUo2ew8N6S4
influence,,影響,wbvx2AnGU181ApN02nCY
disagreement,,意見の相違,wfm57v02rzZ1CRzKiZFp
delight,,喜び,wuGm1qcgPpMhrpGZhhuW
calculator,,計算機,wvnLNMqo0LpN8BfYddUL
complexity,,複雑性,wyqNcpmYoF9hWarQ68JP
destination,,目的地,x7q6QmEY6UKZLs4DPEo0
occupation,,職業,xBHP4sGxpEkrQTWhTklH
rare,,稀な,xBmdZbh5Up0Qp7zV6mlg
training,,訓練,xMAwnZAQ3plXoJ3fhKws
salary,,給料,xNqThrpGdui2ks272iMS
knowledgeable,,知識のある,xSXUY3WEykud4TYk414s
law,,法,xSrmo5txub1v2MQYRstR
access,,アクセス,xYO0F9hgrSYPSBSQL13N
objective,,目的,xhQlmtRfJUXBD4GPa4Lo
evidence,,証拠,xi1AIM9TT8Sx0ctXmt44
identification,,身分証明,xpFRmu3QEBcn2kDVbBvf
indicate,,示す,yBeV8iDzeqhEoYpRy8oI
crowd,,群衆,yImuY0EP70DPILihoOnf
tidy,,整った,yWgBOrkDDwmV90GBdBsU
postponement,,延期,ya2PYP3oILUIoCIspO5q
upset,,動揺する,ybEDunm18uK5iQ2YLNLe
merger,,合併,yc4WmU2um9JOyrTUAc13
participant,,参加者,ynO8VdnM60HXF8WSv0Bq
excel,,優れる、秀でる,yoDBrcnD3iznNnCsPUyu
determine,,決定する,yoFlT77ZNUYG8y6yKQAx
rescue,,救い出す,yoJEzU0RO7WmIrbMtxDQ
lean,,傾く,yvXTXT5xJ2tc36vv7vpa
takeover,,買収,yw7g06YVgmRIu35YCpRo
lay off,,解雇する,z0V6xHd3RfWSyeEJ1oRa
raw materials,,原材料,z11UR4ULLv6ISawqB6yU
assistance,,支援,z2jqOGHJiRYjK6plG5St
parking lot,,駐車場,z3gJfiVUpweZv4xeri16
corporation,,法人,zAl6JoZSocex0smJjMHU
log on,,ログオンする,zBt1o126TWmP96hXzVeT
roadside,,道端,zDMYCmA6RtwUbsZegSqE
tremendous,,凄まじい,zHxZlz8JxBoztpjxvNTC
pleasant,,楽しい,zMHXT24rPSJQN41WdsYu
deterioration,,悪化,zNhxGK8RmdoFNsEEWmwW
join,,加わる,zUUQyOWveOB2yf2SxfyC
website,,ウェブサイト,zYNzWFuskEDJ1ZE4OJyZ
decision,,決定,zZXJGM5BD1ph6WLjVfeI
quote,,引用,zdViUA5XLNWj6yCYPieO
résumé,,履歴書,zgIKb2IQFnBliGumJqv0
specify,,指定する,zkuKlYPQDaTfHjBbceiB
predict,,予測する,zl7wfm3WIfNhBAQQLfCe
adapter,,アダプター,znF2SOVeKpnTDZt1eIlR
efficient,,効率的,zpRbQKx5YN7iih6Yr4Tw
maintain,,維持する,ztCDzqPXv3H3HkRpvWQU
availability,,可用性,zzmuUEBQDMbavMsEulYz
