#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
増加,ぞうか,增加,NBxzeLNbqFrqJXK462JB
堀,ほり,護城河,NCDzkjHLhufWFgNnUzSF
横切る,よこぎる,橫切,ND4O57eILl6hJUgPQBoW
諦める,あきらめる,放棄,NFszXAMP7X2Ikc8BDq4I
解釈,かいしゃく,解釋,NG1gXGT9CUAXLuuyYopn
瞬間,しゅんかん,瞬間，片刻,NIkeouLDJcgB8mQoUOln
典型,てんけい,典型,NJWzHktWK3ZXFNAxNIvK
飛行,ひこう,飛行,NJcZVzoxqwfDTUqs7xih
代金,だいきん,代金,NKeW1FCbItDfnI1ajScM
揚げる,あげる,舉起，油炸,NRBhBLqit3LZmt51OIvT
茶,ちゃ,茶,NSbP8MXjO9IdOpWc6nwp
被る,かぶる,戴、覆蓋,NXEp2WAqhDTDjQHjf1By
通勤,つうきん,通勤,NXwx2TgPml9LhJsDWBhT
繋ぐ,つなぐ,繫上，固定，連接,NYQ4M37bIVZ66OKdecMs
動かす,うごかす,"移動, 改變",NZ3e5gicNXnAT1SEedCt
傾向,けいこう,傾向,NbnZHhhgLpvO3FBSoUY4
順番,じゅんばん,順序,Nf0neayQPFMKlHDf6OfK
見解,けんかい,見解,NfflYECGMfKlDHciPIqE
影,かげ,影,Ng3mbSZgj3iYW5Y9QpE9
弱まる,よわまる,減弱，消瘦，頹喪,NjiPnw4DhTv0jPC1MYUM
意,い,意志,NkNM3gbdN1zgry93Q1ls
板,いた,板,NkfpV2gCgLKS1VazVi7K
可愛らしい,かわいらしい,可愛的,Nm0CKXVn5OzKG2l5CQUO
育つ,そだつ,被扶養長大，成長,NpUg6HegbuCveWbwmcNb
農家,のうか,農家,NpXT3w7Hn0MGZaoWF0Wj
勝ち,かち,勝利,NpZ9XYe1F6KymBhZYlWF
退屈,たいくつ,"厭倦, 無聊",NqNhTwyoIjklBAmfYGR0
ピン,ピン,針,NrASKvwKFMwM8sRHjt1Y
注目,ちゅうもく,注目,NrhW3s17Muv4yVqzZO7N
太陽,たいよう,太陽,NrwLc83xdIo1mVtpIpH8
そのまま,そのまま,原樣,NvqJKVlwsRcvyOMrfWrN
長期,ちょうき,長期,NzB9z3YJPaoCiZNIKjZK
徐々に,じょじょに,逐漸地，一點一點地,O07TrBx6cwydpA5zGTzX
携帯,けいたい,"攜帶，手機,",O1JJi12EacNKBKhRTbTK
種類,しゅるい,種類,O2d8ByvRBvwwRj8rLJR0
地下,ちか,地下室,O2rjUVBG7QTXnc0Eki6U
私用,しよう,私用,O3tU2puG46FQ3XRaoV4s
湧く,わく,沸騰，變熱,O4tRgQ2K5Gfweb3cO4oW
進行,しんこう,進行,O74bwhvb6xycrIyx7SsQ
消防,しょうぼう,消防,O7VIy25VZ0mfOmkNZ7It
畑,はたけ,田地,O8m7Ua2sE20LAoWpYZqq
政府,せいふ,政府,O9WlElQcvAWuYa6Drraj
覚める,さめる,醒過來,OCGihYaNsGw1IM4R3YZ2
誘う,さそう,邀請，誘惑，引誘,OEPzMPYKrGs9HYsMIKxs
世間,せけん,世間,OIMNLajQeRKqHbGhmnFY
状態,じょうたい,狀態,OK1SBAmYcEEKKx4MaRH2
身体,しんたい,身體,OMFSieEMnMwZANuoFKYD
虎,とら,虎,OMl3bLZKgKNv07Ootirn
覚ます,さます,醒來,OOLwjNysfFmPyEMQ4NWt
本人,ほんにん,本人,OOlY8dKjp5JgqPU5EV8x
布,ぬの,布,OP3S92asRSLPNS3JYfhj
ありがとう,ありがとう,謝謝,OQFAtEKgClEFjTd3Q70l
スキー,スキー,滑雪,OS3IKmZkoqUwnnbM0iCy
率,りつ,率,OSywxwk2VrKOAzNuvvGc
共に,ともに,共同,OUicpUqng08nQiQZeTif
様々,さまざま,各種各樣,OVYc4wq4PBx9nWZbSW3E
豪華,ごうか,豪華,OaC8A92ve8PSG5z5SgLG
滅多に,めったに,罕見地,Ob3fnoYIFh0qVjr5naKx
悔しい,くやしい,悔恨的，令人懊惱的，屈辱的,ObftpivytI7dO3HeJrec
仏,ほとけ,佛,Oc1KtRZmbwNrlbCYA6wC
出,で,出口，離開，畢業,Oc9RnoosfA77d2FEj4Xx
加える,くわえる,加上，附加，總計,Oe8mbnlZs6Iac5cLDFZJ
男子,だんし,年輕男子,OedOOEFDryamUdJ5A3qP
最中,さなか,在...中間,OeiYrau44mu3HllvWZhC
主張,しゅちょう,主張,OhpKGZU31CLaAm2x0qwN
議論,ぎろん,議論,Oi2W2zoOnp9GQSTV20Z9
食欲,しょくよく,食欲,Okohhn38kO1XJSm38o07
雰囲気,ふんいき,氣氛 ,OoXp4JpWEtiBO3w3Km5f
同様,どうよう,同樣,Oot6KhR2kmPVnps6d0FB
医療,いりょう,醫療,OsQ6WbsIuQ70BOepbtgV
進学,しんがく,升學,OtBBHOqGCe0y4LvdFrJr
馬,うま,馬,OwDaFDuXrGWyUgRp8wtM
否定,ひてい,否定,P3dx3Faa7kvrJxTNCEBU
失望,しつぼう,失望，絕望,P4502exHiD4ZJKvQOcN8
まとめる,まとめる,整理，收集，總結,P6lvNxzUUqQ7UOAIWsMT
俳優,はいゆう,演員,P7dOJhYD8vIytbDQzcLr
通訳,つうやく,口譯,P8cnrl7q1t6ytKg77C0r
飛ばす,とばす,略過,P95oHkw3Hg5iykEEAEKX
就く,つく,就座，師從於師,PBxsBANp4HkuKmWsXp8u
ちゃんと,ちゃんと,適當地，完全地,PEQJPzSkr65wDNQY7ihk
風景,ふうけい,風景,PGGTkTerVCi0eYZHV5ZO
課程,かてい,課程,PI3M9XM5SLnIoWSgbcFp
そのうち,そのうち,不久的將來，終究，遲早會,PKsuLyyb92n6VewCeopN
交換,こうかん,交換,PL0Ymy1ZljOs9mpd4Mh5
提出,ていしゅつ,提出,PNOQgUmkwEQUHi6sQnFS
需要,じゅよう,需要,PNTaATi3RyaO1DPbmP8U
有無,うむ,有無,POTErWgZM1DZfWZZwgGr
跡,あと,痕跡、遺留物、疤痕,POyqmfvA8BgaopRKrmKY
誤解,ごかい,誤解,PRkyRrhj4f5YhdlPcxSH
泡,あわ,泡,PS9vzQjrc4DCh7WTLS8I
中身,なかみ,內容 / 實質,PTAOxmTL0iVV2ybBCZK9
答案,とうあん,答案卷,PTWfaazYvjUjf7zvoD8P
腐る,くさる,腐爛,PTsrtpzVKio9qbVfU22n
票,ひょう,標籤、選票、標誌,PWXYM4bRAOeIpEpelrEP
要するに,ようするに,總結來說，,PXMgZqiW14WennqcRc7s
合図,あいず,信號,PYC8jxFa4EY1xC2wlu35
意思,いし,意思,Pc7RP146vKGBnvngbJEv
中味,なかみ,內容、內部、餡料,Pd9ypRZrkRycMCSaJlGx
予防,よぼう,預防,PeW6DMOBwQuIy3fGYlcu
そのうえ,そのうえ,此外，再者。,PfjwsLMI27kRoE6jIE77
切り,きり,限度，停止點。,Ph8RtZ6QnQA8UaSoRCOa
通学,つうがく,通學,PiRRewhqnt5s0rdKsGu6
策,さく,策,Pnze6NDDcagBFXAuWmRM
関する,かんする,關於,PpgI6EZuydYkY12GaDsn
香り,かおり,香氣,PrVIFTEMOXEar96e3RtK
就職,しゅうしょく,就職,PvwAvQLw8yVPiA1EuSll
河,かわ,河,PwNziwz1KDWpl1Vqyok2
味方,みかた,友方,Pz9viXwVgsPVcvBJkYk4
愛情,あいじょう,愛情,PzESuvCaRaZZbE8FkW6X
いらいら,いらいら,焦躁，煩躁,Q0yft7moHlSMNJDqhxK1
作法,さほう,作法、禮儀、規矩,Q1wHt80zanCZnVkFXwOd
ゲーム,ゲーム,遊戲,Q6wjmfwJrfvvkL6yqXdO
貯金,ちょきん,存款,Q8spCEWJrd69taCbSROg
特長,とくちょう,特長,QAS5nES31jfR1gRqHmyf
中止,ちゅうし,中止,QCfd9QHel2cjgVf86wrs
異なる,ことなる,"不同, 有差異",QEPzq0lJ5gAUuZ3nvJUT
強める,つよめる,加強，強調,QEaXovfyFGHnQx6wAcVQ
親しい,したしい,親密的，親近的,QFIYI1Rq1P5K0DzZo6gJ
無,ぶ,無,QFtsN2xlaCSWUCIj5MLv
印象,いんしょう,印象,QGRD1L3M4titFWS4P7d5
性質,せいしつ,性質,QIuvbqgZyV9Otzc6TdG0
障害,しょうがい,障礙,QJ2yybuzUBY9YKqJEGyz
数字,すうじ,數字,QJyBGqkADmi0SQJtgql3
グラス,グラス,玻璃杯,QLBIIZpY0b7KgZ6tqNHz
応援,おうえん,"支援, 幫助",QOIbIvv0kMi3C50E4uC9
収入,しゅうにゅう,收入,QQMAU9hzRimgtl4USGdY
目的,もくてき,目的,QSzFTTw6ZPG0Oxrvs8TO
主要,しゅよう,主要,QTg4FxbPlqt4T1UxwaU2
急に,きゅうに,突然,QWN0vNE6Thyl8q5pko1k
世紀,せいき,世紀,QWVx3KoAFqOj6IG4YV2U
休息,きゅうそく,休息,QXBUGs4FzpFAAyBjTUZ3
減らす,へらす,減少,QZG0RZbjpTj4lGuGqDCs
わざと,わざと,故意,QZMMQwJt1ZVaVWK95btD
独身,どくしん,單身,QalTtzIuPZBE1yD7G9eC
焚く,たく,燃燒，點火,QeBMaAjQ7MZQZj00mnmu
可愛そう,かわいそう,可憐的,QfWBIw1bmyrYbknHluJ1
あいにく,あいにく,不巧,QhPzYjX2eOyGezskZctA
上達,じょうたつ,進步、提升,QjkcElTqXv8ksA6xvonk
ユーモア,ユーモア,幽默,QsH49J0setYxtD0GA6Ls
営業,えいぎょう,營業，貿易，管理,Qt1dCHcZo8e8XhT8Q4Ot
成年,せいねん,成年,QxydLzctBLENYylLfQAB
拍手,はくしゅ,拍手,QykhAkEjGjYGmRzJ7OAk
ビール,ビール,啤酒,QzbfKhWQZTxCHdg80APB
銃,じゅう,槍,QzuCBtw6yP0SImI6Wy38
歌手,かしゅ,歌手,R0M22Sgma3q26uaQ4II6
係,かかり,負責人,R10lCSTPguWqnJopq8aB
地味,じみ,樸素,R2ycjdQLKsT0i5HTmLsH
植物,しょくぶつ,植物,R4Tk90bvkuGKisFTPYf9
起源,きげん,起源,RB8mYNV9DG4yaObWy6n7
テント,テント,帳篷,RC0UcIlflVimJiJl3aJp
恐れる,おそれる,恐懼,RCK4Tybdn60ljaPxYJ6Z
流行,りゅうこう,流行,RFBFJZcOiiw0imB3c96f
生命,せいめい,生命,RLO8ErtYqZ2oDFTS1uPg
日付,ひづけ,日期,RM9aTjM1uBso4LpKrNQd
血液,けつえき,血液,ROPR7JYEeOEz1pukXWJ8
勇気,ゆうき,勇氣,ROR3VomWYY96WKmcm2oP
信号,しんごう,交通號誌,ROT9ysH4oJ6PFdrHGBpV
実,じつ,果實，種子，好結果,RQ20rXYXfjHTQve6BLX5
予報,よほう,預報,RRweNlHVQj5eQ9ZmiwQj
マスター,マスター,主人，大師,RSXxoi8cjIoVKXKC4SNN
医院,いいん,診所,RSqzeIlK1hGvfDh40Hj4
弁当,べんとう,便當,RUYQxGhPEq6fbqLBHQUF
素,もと,質數,RV5hDpl7wnqktS9yOtJA
ペンキ,ペンキ,油漆,RVcEkZhGRgRpQiuDjup0
全体,ぜんたい,全體,RVjjBHmaqXfI6eNve35E
便り,たより,信件、通信、消息,RWiLqaRiKQJNN5TeUBWH
王様,おうさま,國王,RaIyh2wbtmvRn20cFHUB
騒音,そうおん,噪音,RkoLD8QSB87gg2KurhiB
チーム,チーム,團隊,RlhaMVRd4BImn7nfLBnU
デモ,デモ,示威遊行,RmR9J6jNnwHNFT61u7Si
殻,から,殼,RnjsJDttBoXFIQ36Sjxe
穀物,こくもつ,穀物,RpL34eusccK8rHc9d73C
ショック,ショック,衝擊,RqSnIs3iSTUPadTS8oCJ
メモ,メモ,備忘錄，筆記,RqWzJCB2Cq3gd6hTAp9U
争う,あらそう,爭論，爭吵，戰鬥,Rr0nxzYcz2RjgBcI1qeG
欠陥,けっかん,缺陷,Rsqgi1X8KsWBr0uGmDGQ
重なる,かさなる,堆疊，重疊,RvcFfvPZBIHp8710UXbg
マーケット,マーケット,市場,Rvo6Bqok08AKK471NXhq
棟,とう,屋脊,RwWeQZiWvlUsEdqneKvy
タオル,タオル,毛巾,S1tqQMtC3F3m00i3RdRv
市,いち,市,S23CGlxZ3gmLn0MB5BgJ
魅力,みりょく,魅力,S39OoCAzIAxQBzfyJ6U4
章,しょう,章節；獎章,S8KSut0QjjSHidDCjOsG
器械,きかい,器械,S987OhmSI8ezm0quTVdI
最低,さいてい,最低的，最差的,SA1CWMKcj5ZI4AlrJkBA
止す,よす,停止，放棄,SAJyikH8bw9hS7wAr1Ro
霧,きり,霧,SEvLGYR1IQ4dwFEwMvbY
籠,かご,"籃, 籠",SHwzSgcEtWgEclYoHIuW
物語,ものがたり,故事、傳說 ,SIKmMbOFr9nW8PRxAzdv
～観,かん,觀點,SIbtNkUKdCeD4ePROirE
ずっと,ずっと,很久,SK3nA1Ox5Gd9fvTLdLok
疑う,うたがう,懷疑,SLqY9NKfR94mdDrx7b4E
生き物,いきもの,生物,SQSNcbeClsHLari99UUv
鋭い,するどい,銳利,STPHuE1rdNYlRiX2wVKL
接ぐ,つぐ,接合，拼湊，接骨，嫁接（樹木）,SUn40P19ZJHZqFkUXP5O
マスコミ,マスコミ,大眾傳媒,SVCSnwtPYbJZvuwlrQs1
炎,ほのお,火焰,SXsEKQZ80CXzlMs87hry
優秀,ゆうしゅう,優秀,SY61XavRGduI4kqkrLTS
有利,ゆうり,有利,SYKDwyp7PMeHH8zmMWuY
メッセージ,メッセージ,訊息,SYVSkI1BI80z6I5MvYvC
任せる,まかせる,委託給他人，交由他人處理,SYrM5GAJp7y3sV7b0haL
パイプ,パイプ,管道,SZ22Ql4HVhFcg1o5AYFo
親友,しんゆう,摯友,Sa8WgmBVD3te5tQl9wN7
クリーム,クリーム,奶油,SjdhAyYIBUkQdrN8bA1u
形態,けいたい,形態,SlCNLJQiTgaEbVyE83Rd
柄,がら,刀柄,SnRmktUNQ8uoByUE8Fm9
豆,まめ,豆,SpNMhGNzuzCJsbWPsOJ0
型,かた,"模具, 型號, 風格",Spj29HjtXCpx00tgSUZV
試し,ためし,試驗,SsYHOTnMCIojNQM3P82m
学,がく,學習、知識,Sus7hkdBWwaY7Jm42CFg
溶く,とく,溶解,SymhOckPR1P8QvKYUkex
蚊,か,蚊,Sz73JhMmlmRpEVHCi40i
いつのまにか,いつのまにか,不知不覺,SzH9vGaifNkuDNi0EYJh
否,いや,否,T0W5FEYyfVPth7HxFXqV
鬼,おに,鬼,T1PZrqFZfEGd2OLfFyOW
正確,せいかく,準確，精確,T37Er4TUFMkrHnWvYABH
発展,はってん,發展,T9ds7bsdX4LzcdgXOjDc
ただ,ただ,免費；僅 (~); 只 (~),TC48JGpCLJHjntJuWiQI
田,た,稻田,TFutsnbrZ3r1k3QrJPIK
硬貨,こうか,硬貨,TLmidf3r7H8wO031hzNh
高価,こうか,昂貴,TNTjoJPXmAlSmn33qb1P
去る,さる,離開,TNTvRZlOr32RvSQlIc0B
筋肉,きんにく,肌肉,TUOThdFQHUeSN6BCygVK
署名,しょめい,簽名,TUrEcfuele0hqEccvaG2
日中,にっちゅう,日中，白天,TZgWS6nUl16zvPqGBZQ4
下る,くだる,下降，落下,Tam8UG7slSoeuxUFJxF7
差別,さべつ,差別,TauCedahomcgrcfX2i25
泊める,とめる,留宿,TdtBFWKVuDcjJBrix7Nz
倒産,とうさん,倒產,TevTzD1JXiLWD9oEVqzp
実力,じつりょく,實力,TgqLDhSDFoYFwzYqhMvl
述べる,のべる,陳述，表達，提及,ThBwLnnUwuZE7RxeWnVw
適用,てきよう,適用,TkWp9rsfpOe4LGLQAIEe
いらっしゃい,いらっしゃい,歡迎,TklEdFrFDnA6zWwkNJJO
全,ぜん,全,TlIYVKMP5gIRvmb5bVOe
視点,してん,觀點,TmCp9vZpW5kh8UAkWU2e
我慢,がまん,忍耐，堅持，毅力,TmRTvGorOwEDwObKaLkw
年齢,ねんれい,年齡,TmkXbV2XK8fG3QLeNZUB
発見,はっけん,發現,Tpzql16g5YS9Q4WiKTeu
皮,かわ,皮,TsvrmDY5clT0MIXjiUjB
動詞,どうし,動詞,Tsx1oASi0Jvrcavuo6t0
予測,よそく,預測,TtCgPB8CP0rA7ndJalKW
丘,おか,丘,TuVXE9RpgUDAe2NDYWUh
筋,すじ,肌肉，線，線條,U2IZplXwD8LqUWvWJD7L
宛てる,あてる,"寄給, 寫給",U5xoBVEZRVoE7EUt8zvr
乗せる,のせる,放在上面，搭載,U8PvAYhfctaIhyKffAjh
題名,だいめい,題名,U9D08vnquiL3UiN2gDH8
黒板,こくばん,黑板,UA4fZl3w4W4MHgV4umEj
毒,どく,毒,UBdr55kep2NaJOFtH6Yp
肺,はい,肺,UEhRDgueZXbt0QkJfpVF
観察,かんさつ,觀察，調查,UFZb7LNXcTxih8K0hSaP
年月,ねんげつ,年月,UIK6SRpGM9Bq8T3Pp0m1
分ける,わける,分開，分割,UIiaDLual08QVNhXxzH4
独立,どくりつ,獨立,ULPF4z3PL8IPG2cypxEu
満足,まんぞく,滿足,UM9SKqxHDv7YOIv2pOFR
詩人,しじん,詩人,UNTKCkl2NSKCzJEe6t6V
在る; 有る,ある,存在,UNqkr7y3K0JYVMmC8yKF
塔,とう,塔,UUJEGKXbXzRKcoEFIsAE
タイトル,タイトル,標題,Ud6beTXXRO4gEyzvcdtt
人物,じんぶつ,人物,Uhonq2Tz8xW7lzndm1hc
県,けん,縣,UiAzd04zsvCvQXjGLyX1
実は,じつは,其實,UjjrtfXfFztOkzzLiPiQ
選考,せんこう,選考,UkA7Mqk9j59ljMZPITNl
友人,ゆうじん,友人,UmCS4fa1h7JMOmzNWt4u
最終,さいしゅう,最終,UqOzEczQsUVNuQWOwCs2
共通,きょうつう,共通,UrCuMTxElHNLNQCQO8Ob
奨学金,しょうがくきん,獎學金,UronTNJ4nQCa2lmO2lkk
ごめんなさい,ごめんなさい,對不起，抱歉,UsIlj3DH1dlHbuGZe526
築く,きずく,建築，建立,Uv63RtPeD9Own2vNqr4W
拭く,ふく,"擦, 拭, 乾",UwiRN3VtHjJtvGF5CUzB
バイオリン,バイオリン,小提琴,Uy2t3Sx4Mct7NSaSMA2R
ボーイ,ボーイ,搬運工、男孩,V0s9UnzoVmTuK8BCFuEk
実に,じつに,實在地，真地,V1KqI9DYLcnuxoTn08oG
当時,とうじ,當時,V3739RCTdphIIsS9mjul
教わる,おそわる,被教導,V5KSxz1l5LDQPWRKjt41
減少,げんしょう,減少,V6KzteHtYtykLRzQi9Z6
悲劇,ひげき,悲劇,V9T5eyfs2Ejlftc2OALr
起こる,おこる,發生,VAd4gcPGceS7zYGUYMU2
文句,もんく,抱怨,VByTtPQ6PjLPb67fKgrH
馬鹿,ばか,笨蛋,VG566AcZqmcODdkTDrHL
意志,いし,意志,VH33LeCCYDgqUncDdj4p
ますます,ますます,越來越...,VK3Fjc7lmP3OApufUUpG
禁止,きんし,禁止,VKOEdMngVB4rZNOxPy64
通り過ぎる,とおりすぎる,通過,VKcZMvE6KWWZemsQEZzt
友情,ゆうじょう,友情,VLVN7CBljge8KKkiUXPB
支払う,しはらう,支付,VMm8FSsVTMrSb74tB8zO
イメージ,イメージ,形象,VR7wvjmFcrpxyuicUXZd
発表,はっぴょう,發表,VRYK2yijSYbqTA18gezq
一般,いっぱん,一般，普通,VS1X78d7CaTiroYqq0Oz
救う,すくう,救助,VV0JJ4MxivR2VvKGQ7Fc
確かめる,たしかめる,確認,VV0yiNQ2mAtLIA7GVif4
食う,くう,"吃, 嗑",VWArXPYD9MkVqZeMVIUj
行儀,ぎょうぎ,禮儀,VX720P89QYkFeUo3BByN
覆う,おおう,覆蓋，隱藏,VXSpYOYHs61F1SnoZeIk
流行る,はやる,流行,VZIacL0fvZGRRuTpZZPs
学ぶ,まなぶ,學習,VZMLTMpd3gAQvnPfF7tC
諺,ことわざ,諺語,Va4Ddrdt4sxi0c24sZoz
温かい,あたたかい,溫暖的,VaIJ7QNcTTyyBzAxnsYr
協議,きょうぎ,協議,VcFE4Ach08sTZl43bfRz
会合,かいごう,會合，集會,VeouJlLwt9DHCi5Yrz5C
拘束,こうそく,拘束,VgaqCc3lE8gia6bP8jLc
うなる,うなる,呻吟,VhlZjYwBVhDbMJDYyVsx
載せる,のせる,放置於上，刊登,ViRgWBnJ2xwsiJcirkpb
発明,はつめい,發明,ViszYaqSL9KpEF6LeUCk
球,たま,球,VjlP4QrWntV5PK1WIwV1
もったいない,もったいない,浪費，不配,VmIUAdJuCNBJpCg021Aa
納得,なっとく,同意、贊成、理解,VnoFNifJPnFiiiKnSx2g
替える,かえる,交換、互換、代替,VpCCXe5TI4mc6CpQxCoX
経つ,たつ,過去,Vqlv21nHpWrw52Smzjhb
現代,げんだい,現代,VstdK7BKG9KKUKurcD0h
バランス,バランス,平衡,Vzq1AcRRDfTwLWl7eS2s
確実,かくじつ,確實性，可靠性，穩健性,W1Znu9bD06WyTcwiNu6l
暮らす,くらす,生活，相處,W1buB71WGcnIvmPtLM8x
袖,そで,袖,W6WLdyohX0T4PasuJNlJ
横断,おうだん,橫斷,W6gz7arEBzae3BAjjf62
偶然,ぐうぜん,偶然,WBPvBaBJYqFOOnRc7bDa
描く,かく,"繪畫, 描繪, 描述",WBbpEkwQimD8R8lrM5J2
インク,インク,墨水,WH608e5KATLSvuc4ewVC
ハンサム,ハンサム,帥氣的,WK1VG1jix3hRKRzMvBQD
事情,じじょう,事情,WKJ8j427euHrlKgRmWBx
トンネル,トンネル,隧道,WMEtoxIM2ITsiRWFcaYu
そっと,そっと,輕輕地,WPw9jnMKjTBXItW993CD
性,せい,性,WWDbEBsby812E8GKlnhB
道路,どうろ,道路,WXJWpbKxRT2cEe91CLAJ
申告,しんこく,申告,WctXyXXaK0JZM8xTatHa
どんなに,どんなに,如何，多少,WdS1IKFO4wgvYzW6uK88
停電,ていでん,停電,WfqGjVDXb7rse3xcuJMC
孫,まご,孫,Wg6tX1z1taHtaSarNXKP
刺す,さす,刺傷，咬，戳，刺入,Wg8ZO5ohxK1Bt52SRycz
軍,ぐん,軍,Wnodk3MXDDemUlFtMvMj
真似,まね,模仿，行為,WsmZmEM37JNY7BdE763x
話し合う,はなしあう,討論、商量,WuPorai3QrgmUXlEvLTz
ベルト,ベルト,皮帶,X3ogi09xmSEVSrfekACN
なぜなら,なぜなら,因為,X6EKPSNJnOioklZasklv
直,じき,立刻，即將，不久,X6vxqxvRrrkUAcGuu11z
場,ば,場所，場域,X9Pr80ri66cBf9mAI5L7
検討,けんとう,檢討,XAPA0WBAEe1TnMnEhu9X
欠く,かく,"缺乏, 破裂",XBMxJ9OX4UOeLF7DqZR7
万一,まんいち,"萬一, 萬一情況",XDGhroLbLjtW2ZPlfQ92
振る,ふる,揮動、搖晃；灑；派演,XEEUNF0DYttpog4jjfl9
回復,かいふく,恢復,XF5tBkSqLRSLTVvKWYCN
訓,くん,訓讀,XF7hqaGhSQNseJYYxgXr
叫ぶ,さけぶ,呼喊，叫喊,XFa5yFbarEBSYHJXvzLq
見事,みごと,華麗，壯麗,XGrfXtlHw4TGZOIlfJdL
最高,さいこう,最高，至高無上，最...的,XK2T60q2gUkAuW1uORcQ
支配,しはい,支配,XLHxSQH5tTQU1CUSufAB
影響,えいきょう,影響,XOMnGmbIu9tgIc1iWHXr
バッグ,バッグ,袋子,XOqvriajWJv1zOsi8gWb
課題,かだい,課題,XPCtZXU5f6xR3UWqLBH1
ジュース,ジュース,果汁,XPlG3i5SWOfLU33dffRM
物事,ものごと,事物，萬事萬物,XPz9ZtcIuH11aKgnAkZn
期間,きかん,期間,XRGlJoAETpstm3qVFG9h
積む,つむ,"堆積, 疊加",XSBXMU5nbrVB24xdCWQy
姓,せい,姓,XTQwDJB2c74hv2DYEDjl
要素,ようそ,要素,XYXRhYfneamu48iDiPCh
溜まる,たまる,積累,XYw2xnpnmixRpAbDNYie
気候,きこう,氣候,XZF5zlh3qHCvNueKfq6Z
永遠,えいえん,永遠,XdWQ1iUL1X87dOK7Fxt0
知らせ,しらせ,通知,XdXIeaGsPINxyU2lTQZj
碗,わん,碗,Xe9DiSWcd1BsJloOrAc6
恩,おん,恩惠、義務、感恩之情,Xepzu4spXxr2ZDiVlrwC
小,しょう,小,XfRl5lhAVbNNIzc3DmMy
請求,せいきゅう,請求,XfnyXjRjFuPogXEfky5X
牛,うし,牛,XgeOtbyORy8TYF5akehF
急速,きゅうそく,急速,XhHGYhVgEBFrWnKgiRwQ
トン,トン,公噸,XifnYS0ak14bxHSZ1C3r
記者,きしゃ,記者,Xj0hMXYieOVEf4JHKLNg
疲れ,つかれ,疲勞,Xjl1dzAOq35dQx9cSfET
際,さい,際遇、場合,XnsAa5vqnz56xL5Kup6E
常に,つねに,常時,Xo0W9yjRsh04vfACihQ3
分析,ぶんせき,分析,XqRvkRLLJqWfp3cy4fbR
重体,じゅうたい,重體,XsCUD78Wlwaa80gK2Ebg
付ける,つける,"附加, 連接, 增加",XtDvbBzLqxeWBpOUZnxg
足袋,たび,足袋,XuEVkzcu3v283z2p5HWP
税金,ぜいきん,稅金,XwQpID2ARKvGpgQTiH6M
含む,ふくむ,包含,Y1PJ1WLfmyf1rEj06Jzz
計算,けいさん,計算,Y2tov7gZCJ4A7tIaihBE
炒める,いためる,炒,Y48znbaUDwgLaYA4ABwm
休憩,きゅうけい,休憩,Y4lIio5i11blVBLH4B1o
放す,はなす,釋放,Y6P9CJYrs5uBcawUgkEL
流れ,ながれ,流動的水流，氣流,Y70zmgERoRFrgEfK9Tgx
地区,ちく,地區,Y8tYrDa6BTAjSVKsvMyY
スタンド,スタンド,看台,Y9dpZc7kIaz6k7eqRZc2
昨,さく,昨,YCjEhjlYWknD7b9GnNpI
契約,けいやく,契約,YEPwIJWZ1vE48o2L3x9B
犯人,はんにん,犯人,YFWmdbSJZSknGzZblTCD
喜び,よろこび,喜悅、樂趣、歡慶,YIcjxfGk1YGhPiV08SPV
従う,したがう,遵守,YJtSfAxTdjlEe7TgYncW
職業,しょくぎょう,職業，事業,YPacYMXnlvBIM6EJe54z
結果,けっか,結果,YSzdttlDE9B80TC2Ua9E
大気,たいき,大氣,YXArYLCiKJfFaldcHOmV
象,ぞう,象,YYlBs2WdqX2Sqdp5uxbb
収穫,しゅうかく,收穫,YZSf6zlaxz129LUaJGHI
性格,せいかく,性格,Ya8DlOzdcZvh4pO4eWu6
構成,こうせい,"組成, 構造",YbO3JUfl75IRACaHY50Y
辞める,やめる,退休,YcWMERAxLMhHQDTg2TYJ
人生,じんせい,人生,YcklxC9wviqIssRHFUZj
参加,さんか,參加,YdMVOLPngGF1TFbwB1GO
試す,ためす,試圖，測試,YgTFMVhxNYwTM6eXw1F3
途端,とたん,剛剛好,YhFSup04ZSSidFdBuSg5
軒,のき,屋簷,YmaHpXCh58bFpTkQyVDC
当り,あたり,成功／中獎,YpzioKYhhhN1LZyRsECI
ちょうだい,ちょうだい,請,YtpCU7OKcccsB8Xllv8x
爆発,ばくはつ,爆發,YuNs5NOQvz9B5D7WnYxW
ミルク,ミルク,牛奶,Yvv9R2kO9rHIps6mYVE2
不可,ふか,不可；錯誤的；不行的,YwxgIf889FhorQlGMC5O
一家,いっか,一家,Z2oF6m8ReZ3fjAjTvQJK
評判,ひょうばん,評判,Z323W0nc6S4SX5B5yPlU
販売,はんばい,販賣,Z4Z69llvG02hroiK4OAF
等しい,ひとしい,相等,Z88xQOLA5HC41gTaqgsV
脂肪,しぼう,脂肪,ZBO1wzHxMdCzfHNdAvZP
エネルギー,エネルギー,能量,ZCZp4MR8GXqMr9VoaY90
測る,はかる,測量，稱重，測繪,ZG6Gn5e2S4O5Az1V5Bcz
面,めん,臉、面孔、表面、側面、方面、角落、頁,ZHqJwuVnq306uAI7LzIR
