#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
収容,しゅうよう,收容,GwlYL2NEpIwEoI5WBuy7
沿線,えんせん,沿線,H1RvA1bayRsQZ8XaexTa
他方,たほう,另一方面,H34JQhnBelMkRlWzggOe
結成,けっせい,結成,H6m3Jer0XbQOIMlp7Mft
購読,こうどく,訂閱,H6ugaIMRQGUrCAttbjRP
我,われ,我,H7hAWIKktJHAfcJvv3Iw
反感,はんかん,"反感, 叛逆, 敵意",H7t6j7yROTYVhS05A1Wz
文語,ぶんご,文語,HA9wP6kfDlcjAmq901Gc
主,しゅ,擁有者、主人、神,HByu4KNGaZ6wcGOgPdeP
堤防,ていぼう,堤防,HEmN7Utd9dPkOSTUaTkG
品質,ひんしつ,品質,HFOB7Z0LiZd4ik2CcuMX
駆けっこ,かけっこ,賽跑,HIP4vOqE8QgcVAbLFkW2
見せ物,みせもの,展覽,HJoWvEMHaEkhZlUGSvPY
介入,かいにゅう,介入,HKFRoJVg7WdbjJMSiOBZ
股,もも,股,HMBIV597ls0GHwLC1our
露骨,ろこつ,露骨,HMch64ahOcILf1cAQV4e
自主,じしゅ,自主,HShfPjtIx1Q8Idlc9MQI
とりあえず,とりあえず,暫時,HUC5DSapAN1aGNXDDZ2B
演じる,えんじる,演出、扮演、演戲,HWbesLw0DSJaT3DAdP5W
期末,きまつ,期末,HduGiSb6N87Rrodspdbm
面する,めんする,面對，面臨,Hf7ed9QzqwgwFbo9TCzs
似通う,にかよう,相似並且接近,HfjCpbtxYEbVFtoq4VAq
早める,はやめる,加快，催促,HgtlnDVssbdMEOuYQguM
取締り,とりしまり,管制、鎮壓、監督,Hi2tKLEYuLvuSvHbpZ4F
途上,とじょう,途中，半途,HiNv9dT4GXpOLEbrKexX
赴任,ふにん,赴任,HlGqJ0oZw54izXRGjB4I
寄贈,きぞう,捐贈,Hm1vSMu0bM2gdfGsCoDl
並びに,ならびに,以及,HnoNzzVv3caLQXbqIBwf
冷蔵,れいぞう,冷藏,HqEcQ3bxUhpRP0gXIZYB
大概,たいがい,大概，主要,HuaDarSb2sDyvXmcbnQg
励む,はげむ,努力,HwF0trezTlMdoGUKkoQ8
拝啓,はいけい,敬啟，,Hxu954f8opRAHeIKwkHf
～油,～ゆ,油,HzL3Sutkx7IgkZ6ArTvP
催す,もよおす,舉辦,I11a3svm8DywTMMjvmLt
定食,ていしょく,定食,I1br4JyirLJzS9GZrDPV
押し込む,おしこむ,推進去，擠進去,I1fydqgXstoGOkf36G2P
類,るい,類,I28RHMBIwm5POx9KE3pg
転落,てんらく,墜落，降級,I2MMexEhgxR16EeFhIUt
溜まり,たまり,積聚物，聚集地，欠款,I7E52UD92MFMr7tuLUND
貧乏,びんぼう,貧乏,I7hMoEG66rOBh6fcFUYZ
和文,わぶん,日文文字,IACvvi4GDeu9o7emMxh4
絡む,からむ,糾纏，纏繞,IDFLZaJlvVYhKpvwGnZA
差し支える,さしつかえる,妨礙，阻礙,IGFn1mSLk5jOwdsrxJbL
なにより,なにより,最為重要,IIg3ooOD3trbYvL1S4oy
凝らす,こらす,集中注意，專注，凝視,IKK1a92XUdtGLry60FKo
固める,かためる,固定、凍結、加固,IKXUyOQTPCVUdMzwYlHT
採決,さいけつ,表決,IN8FIIXQT49FXhZ6Hclm
タイマー,タイマー,計時器,IVMPWMtkvgXOyKTgnpvR
人民,じんみん,人民,IWNfjDUQrvSh3pxdUNPV
使用人,しようにん,使用人,IXJKwHq2um8QPr8CgYbB
部門,ぶもん,部門,IXQuyuERHKisymYzEq6S
滑稽,こっけい,滑稽,IYOQESDcNfElpzRLjKOK
日向,ひなた,向陽處,IYnsYkNxa6Y780wdzQYT
頻繁,ひんぱん,頻繁,IZXkzQtsWpPd5zMVO7c1
和やか,なごやか,和氣的，溫和的，寧靜的,IayqphwB3bG7Vc27BWSk
インフォメーション,インフォメーション,資訊,Ibb2hXTsCn9oeRC5Dltm
殺人,さつじん,殺人,Ibhfi8yErZ5Xfw8i6zxv
乙,おつ,乙等,Icwvc7cIYGEEm7mZmGWY
できもの,できもの,"腫物, 皮疹",Ifb85tfeOI9ssQNEXaaD
封鎖,ふうさ,封鎖，凍結,IiAyjFyOtG9EywdwHYHK
～増し,～まし,增加,IkR5zukpkHXAOulq9ZRP
領地,りょうち,領地,Im3uCT3jNpgRz4KJFcDF
満場,まんじょう,全場一致,ImH4JOeHq23JgJJECLDt
産休,さんきゅう,產休,In4MAYn8gqOLESirn9UW
華々しい,はなばなしい,華麗的，壯觀的，輝煌的,IpsZmYzNytn52IprnbKh
着飾る,きかざる,打扮,IsmkCzvofsJZnvil7Fc5
みすぼらしい,みすぼらしい,寒酸，破爛的,Isz7af93re3Nq5kha5Me
種々,しゅじゅ,種種,It47spZ0ipG69UGAgewG
必修,ひっしゅう,必修課,IvlJdIJgt01P3b6HjybV
纏め,まとめ,"結算, 結論",IwEoS3oX2TehPfJLkxJ6
見渡す,みわたす,眺望,IxYgSWI6LAmblJCom3U2
セクション,セクション,部門,IzGbKGYK5rV7kGyaaH6o
もしくは,もしくは,或是,IzXidIHWJU1pTLXoAneO
集計,しゅうけい,總計,J0NN4aT5YpHmkWXGsGyQ
三味線,しゃみせん,三味線,J0qEoGrA6j43DvzEPyde
排除,はいじょ,排除,J0t3M5ZcqoXCRDLE9DQv
暴動,ぼうどう,暴動、起義、騷亂,J1ZhSG0jCxj7Q5vEq6sI
国定,こくてい,國定,J280tZnOtvZ7SuV2i9TQ
立法,りっぽう,立法,J3QFAawzzXm7TBX5RIzm
紡績,ぼうせき,紡績,J6wzvdnZ4Lk78jyFnFTW
討議,とうぎ,討議,J7gKwkvFimPEZ8jvubua
殿様,とのさま,封建領主,J7iAR2jnWJAvY1gzcKcG
しきたり,しきたり,習慣，傳統,JD4tXgWipSSbQkYfWkcF
崖,がけ,懸崖,JDnzIJxO9GsRp6XvpbAK
シート,シート,"座位, 薄片",JDy3MZjePYfkuuYVlQEH
月並,つきなみ,陳腐的，平凡的,JEdmA95jAcjKVI80htOj
ドライクリーニング,ドライクリーニング,乾洗,JGIXvYsKmxWvsT7dZi2O
交える,まじえる,"交織, 交談, 交鋒",JJ9vkCtW3X7JBdH5Q3HP
手分け,てわけ,分工,JJmzH3wk62ApMM2W0p8d
夜更し,よふかし,熬夜,JLJoBB92nHa8ysNw8LFF
さも,さも,津津有味地,JLW3EFzBDPcTLDCMhgbM
放り込む,ほうりこむ,投入,JMTRE79jNH93khoOO8o6
ノイローゼ,ノイローゼ,神經官能症,JOzc1NSsIfCe4PumLwVF
岩石,がんせき,岩石,JPvYY0xbwV0i5mhhD5qt
丸める,まるめる,弄圓，取整，捲起來,JQIi2UujYKMzCtg75m1t
身の回り,みのまわり,個人儀態，私人物品,JRyVQWYcipg8YkOjSNbb
インターチェンジ,インターチェンジ,交流道,JT1BTJiMopdp20jgIVT7
返済,へんさい,還款,JTpBxMpp5HhmtSdCL2FM
闇,やみ,黑暗，陰暗的，非法的,JUMqtwohLbmsPeoEWiL5
放射能,ほうしゃのう,放射能,JVR96abRl3hLVybmLGGo
聴診器,ちょうしんき,聽診器,JWbzITjBAVpi7XsfGVGG
施行,しこう,施行,JZZnFXANudkQZhM1zIV4
てっぺん,てっぺん,頂峰,JZnvB1SqDK60h4AuT0iT
流通,りゅうつう,流通,JdGVNrMqwjqKXFK3iL55
山岳,さんがく,山岳,JfQkruLmSt23Z5kRmehg
点検,てんけん,點檢,JidmqInSejqxrB9DEvkL
近眼,きんがん,近視,JjdOKweHLJI9LeoOHX36
部下,ぶか,部下,Jmc9Iq3P1vOM3US8EsJU
無闇に,むやみに,無闇地，胡亂地,JngW3qsZY1axAxbB7zUK
真ん円い,まんまるい,渾圓,JoLBZhVpgv7Kie1Y1ffH
知性,ちせい,智性,JpB5Z5kaDt89cLtwCJr5
出動,しゅつどう,動員、行動,Jpj7zeWk9RujZ46I0tHf
君主,くんしゅ,君主,JqH5BJzFTTRLcsLTUM3k
傷付ける,きずつける,傷害他人的感情,JqoAzHu2IDEJMZZkc0xe
尽くす,つくす,耗盡，竭盡，貢獻,Js8u5nJn5anuOr9T2MXw
論議,ろんぎ,討論,JvVmyJSJxzc4uJz4riul
繁殖,はんしょく,繁殖,JwmKXpIAnBthZTTAZmgu
老ける,ふける,顯老,JyU8SGcy3SGU1nxDJV5J
末期,まっき,臨終,JycLfb38lEnnEXyjduC3
於いて,おいて,在,JzWw2sVwFAnqpNW7LjxG
取り除く,とりのぞく,移除，取走，分開放置,K1Xg22Uh22dEQC3Q9bSL
結束,けっそく,團結,K5BAghvqdMxtQUMJMwh1
芸,げい,藝、技藝、表演,K5SyS3B2amv6U6t3hiUY
農耕,のうこう,農耕,K75L5PZ1jCWQNjk5wmKG
庶務,しょむ,總務,K8nTSfiE5MyutpiN3OsU
ベストセラー,ベストセラー,暢銷書,K9z2JNeMuwyKBsZ9awNk
短気,たんき,急性子,KABEaKeKHjW6TtYjW4WO
トーン,トーン,色調,KAYxdbZeCTuVMZ6wYUCc
惚ける,ぼける,老糊塗，退色,KBsWsQATQLkfKyszS0Eg
連邦,れんぽう,聯邦,KDPylPzACloHjIjGm6h6
平常,へいじょう,平常,KEyKUAab4Yk4JrMlZPL0
跡継ぎ,あとつぎ,繼承者,KHahSKz9wL6wc7ZoKIoL
栽培,さいばい,栽培,KIg1BZ9ZDzWb03LyMixx
革新,かくしん,革新,KJYEgYf4F40pC2NrsEFC
チームワーク,チームワーク,團隊合作,KK0YxXJavlM6sbTgisdI
止める,とどめる,停止,KLDwQnMZIcunrdXPed9z
爆破,ばくは,爆破,KLRndDvxw4dkqju1aeba
わざわざ,わざわざ,特地,KMjI8xjdnSW4yWVeIjh3
きちっと,きちっと,精確地，完美地,KNsKhevXrKEQazEmqgOE
同感,どうかん,同感,KPMH7qAkbSi729ZnhYSl
切ない,せつない,難過的，揪心的，哀傷的,KRmEGdGXHsST27anp7UI
伜,せがれ,兒子,KRoRhs8tvPsH0pMQ9SXp
務まる,つとまる,勝任,KS4Svn35dkVKX18ppgGr
腐敗,ふはい,腐敗,KSxutadJgl6s3fBuEXZ1
乳,ちち,乳,KUa2PdBvv6WBkkSD4w3p
眼科,がんか,眼科,KUeZKqo634pbZYCO8HiK
侍,さむらい,武士,KVbgHSSMJIi53UlxiSpn
筒,つつ,筒,KXAT14DlTxuiwnRjvwAz
優勢,ゆうせい,優勢,Ka3ipYxCZgicadXaqInS
鮮やか,あざやか,鮮豔的，清晰的,KaX9ZmWMAGJLNjjXJ3At
定年,ていねん,退休年齡,KbkFPReLnI2CTOD7bv5Y
愛想,あいそう,社交能力,Kby2LXb3bUfJu4eSUDkK
損う,そこなう,損害，傷害,Kcsjqu8aV9xNn65tqcN9
気風,きふう,氣風,KcwdUMCvJp8lOgyUwc2w
蝶,ちょう,蝶,KdTNb8ux1p6S8PkOZYNr
倍率,ばいりつ,倍率,KeLPLdbz2M2I1hflDN7v
初版,しょはん,初版,KkJscUpMIpJyfuFuJnim
冷淡,れいたん,冷淡,KkmjmoSBCtwBpB7clZI5
私有,しゆう,私有產權,KoV6O1iOILdf1XRKK3PT
煙る,けむる,冒煙,Kp15OBwTBrSvMpr59dvv
面目,めんもく,面子，榮譽，名聲,KpA4RJUUMEQCZALliVmb
麻,あさ,大麻,Kq7Tl4pxoJF8XQxZjqIo
不動産,ふどうさん,不動產,KqQTmJ1xgyXGXB0NRHei
乱す,みだす,弄亂，攪亂,KvxSX0mWd8ka0cajQ8ix
主観,しゅかん,主觀,KwOJ6m7E2cHC0xdv6msh
雄,おす,雄,KxMLIQ4pSJ5lef3pgIgG
熱量,ねつりょう,熱量,L0p512KJg3N6PTkBJpOK
用紙,ようし,表格,L4YS3dww0OlzrvWG2lLA
保養,ほよう,保養,L5WTnmA4cPVug5bclZcf
まと,まと,標的,L6iil0IUl335EKZodYCU
欲望,よくぼう,慾望,L6oHZkkj0OKh2JYTBQLh
従来,じゅうらい,從來、傳統,L79BBcvtEfLncs6m3LSE
殊に,ことに,特別是，尤其是,L8nNVQqScWzomNjkBPh2
何気ない,なにげない,不經意的,LBNl3UzKKNBEBXFVSvoM
徹する,てっする,專注於某事，全力投入,LBavSTdBhgx9chvhCefe
帯びる,おびる,負擔，攜帶，受託,LBedQwR6vcQG9P4cn18S
紛れる,まぎれる,轉移注意力，混入,LEMHnhYOqYA4hdHY4Rvb
農場,のうじょう,農場,LEubPzFPOdD3NTFEhetA
応募,おうぼ,應募,LFyRlnP5vtIddfOrzrN5
沼,ぬま,沼澤，泥沼，池塘,LL83aWuGxZWHFH5uYBYq
叫び,さけび,呼喊、尖叫、吶喊,LLT7Pu2SYvWaDlmoGVj6
コメント,コメント,註解,LNyImnV8LyBF3ts5Krm5
復興,ふっこう,復興,LOzRxTZp6SnahnZiLK3b
教習,きょうしゅう,訓練，指導,LPA4DorYNBIJ8xtsbQqv
呟く,つぶやく,嘀咕，喃喃自語,LQEvseyawUhnYXQZOVdI
混血,こんけつ,混血,LRXqk24icgWcyZk3CwUX
興業,こうぎょう,"工業, 興業",LSbNbDMtXzqXHBDmqwVI
余所見,よそみ,看別處，顧盼左右,LTiRFzdZ0mRCV6iSAQ1x
感無量,かんむりょう,感無量,LUb0DSAjB6Nt43hjuzlX
しぶとい,しぶとい,頑強的，固執的,LW8s3VwaE9bsGuHc4Ski
すれちがい,すれちがい,擦身而過,LWQyn9v2O5GMz9BJAvYH
気軽,きがる,輕快的，愉快的，無憂無慮的,LWuMet0AYFwftP1IBglK
用法,ようほう,用法,LY2uUgygGsgjmtICndi4
浅ましい,あさましい,可恥的，卑鄙的,LZWAIkmQzIA7WuUcwVFD
実態,じったい,實態,Lar1v2OozLF3SWYOMRwZ
阻む,はばむ,"阻止, 妨礙",LbMBHZSUF4T0U4XQrtB0
抜け出す,ぬけだす,"溜出, 悄悄離開, 超越",LbkZKt8D4PGdvgZvGBmg
微か,かすか,微弱,LdeaswGfmGWIyJiP5IKa
乱れる,みだれる,混亂，紊亂,Lfg27HF50sjWwBKk8mWc
隔週,かくしゅう,每兩週,LiUMidbylqMiIkXPYbor
合併,がっぺい,合併,LkMlLKhHHHBmxl2xqzxi
眠たい,ねむたい,想睡覺,Ln5yKRDc9BJKCXd3VY1Q
診療,しんりょう,診療,LnH5AObtWuijxUF47Gbd
分裂,ぶんれつ,分裂,LoxOQVaosVKEs1zWRqcX
断言,だんげん,斷言,LpgeDn84epyapIlSz3Su
かさばる,かさばる,體積大,LtPhgshBqbp4a3plFUPW
さほど,さほど,並不那麼,Lum7t03IFw7WoKM4UZNm
題する,だいする,題名,LvjYp2toW5kbFtyj8Wki
一目,いちもく,一眼,LxfCYGr6TEKhXlslr4bO
一律,いちりつ,一律,M0clL7Tuyqj2V14m2Lle
同意,どうい,同意,M4BFYTWpuMNV9OLRhJtW
ホール,ホール,"大廳, 洞",M5YhdjialAxObTtAlBbB
滅亡,めつぼう,滅亡,M5rTWymEQw6O5LW12csa
閉口,へいこう,閉口,M7vaeIyad2b7CMsAP3Ox
庶民,しょみん,庶民,M8W6KIUqEj3llEYjjqIm
制定,せいてい,制定,M90DFIfaEGMRQ2s0DP9X
取扱,とりあつかい,處理,M9qtRHHBPJOy3qoVzfgE
不良,ふりょう,不良,MA4Y2ds7iDY1ceayFEtV
宿命,しゅくめい,宿命,MATMlqbX27wnDreHUpwz
冬眠,とうみん,冬眠,MBYfdiLUJYsgZm3PtxPF
麻痺,まひ,麻痺,MCYVTMGx3w82bI3PD1ID
貧困,ひんこん,貧困，缺乏,MIyXS4woQSixFU9bXt3z
盛り上がる,もりあがる,升起，腫脹，振奮,MPk32ge5pi54pm0lJah6
決断,けつだん,決斷,MPxE8cHd2yCoDPOEysND
結び,むすび,結尾，結論，結合,MQ3gB1NqURAkgYsji0t1
結核,けっかく,結核,MQkhlDzlz9ggYI6D2YHQ
ジャンボ,ジャンボ,巨大的,MRnV44QaEC1Z8dV56qbO
弛み,たるみ,鬆弛,MTaJHXvi0AbcPOz53x3W
腿,もも,大腿,MUM36CGSrcsyJYL36dF7
ろくな,ろくな,像樣的,MUjOcwndP4ZhCQcvH63g
～街,～がい,街,MVg2k6ko0CWkpCU2439W
大幅,おおはば,大幅,MWCylWbvnteFzYrJZcOF
赴く,おもむく,前往,MXU3oW8RhQuc7XZH6gv6
分配,ぶんぱい,分配,MY6IwEnKxGlLcb3QsKsA
略語,りゃくご,"縮寫語, 首字縮略語",MYlNcrv8VbiywoVmVpyE
本場,ほんば,正宗,McVNqDW78sa1RGugLu8L
短縮,たんしゅく,縮短，縮寫，減少,MjIvuQSxRdt5NmLyvJ1i
敗北,はいぼく,敗北,Ml5PTgdd0NpZGgQHdlw2
閉鎖,へいさ,閉鎖,Mlk03tQSbf9KwOPc7pxf
こす (みずを～),こす (みずを～),過濾,MmORahy53c2OlsogII8H
ショー,ショー,表演,MmzvShAX4Pygx8N93Mpo
叶う,かなう,實現,MoR5ft8nrLUwaI9zgd30
恐れ,おそれ,"恐懼, 驚恐",MqGS3ljFDS5FkoCH4qln
有り様,ありさま,"狀態, 情況",MrDX9OlzYFUfQw2KNNyz
スポーツカー,スポーツカー,跑車,MtP8A769HwtKmMtCu14p
いかに,いかに,如何,MtYKlVTSn4lLDpOnEPTB
ふんだん,ふんだん,充分的，豐富的，奢華的,MtvlqzToW7cR5Z8tvrMa
妊娠,にんしん,懷孕,MuIrAixNGNNTuUBRcuQE
統率,とうそつ,統率,MwpxqEmDWrPhZYwCtNf3
悪者,わるもの,壞蛋,MwvnSvnoyniz00f3Z9YG
干渉,かんしょう,干涉,MxE6cj3oBke0Wo3c3q5M
腕前,うでまえ,"技能, 本領",MyRS6aqqH0GAVf1g9PaL
満月,まんげつ,滿月,N1C6R8fCWtiFrg8BRjrZ
割当,わりあて,配額、分配、定額,N2RtxD5o0e52rfpUaqgz
得点,とくてん,得點,N38K7yOo6cjWcIzBNGsZ
封建,ほうけん,封建,N4IrWYvPmvLLcOrvEuId
恐れ入る,おそれいる,敬畏，感到自愧不如,N574LiCnnwzoJHocUYdX
チャンネル,チャンネル,頻道,N6PpcFg7ztsr3b19G70R
刃,は,刃,NAC3DvsWZyZSMjMA9W34
捩れる,ねじれる,"扭曲, 變形",NBdlKe8rNpgRCdH9McKN
～きり,～きり,僅有,ND58NiVHoUbGaOjOCMFD
煙たい,けむたい,煙霧瀰漫的，令人感到拘束的,NDEOv0Ooamtch9V9KW4p
ナンセンス,ナンセンス,胡說八道,NEw70561gTuCxF33BEAL
弱,じゃく,脆弱，柔韌,NFyIbIi36O0s72QN16cz
喜劇,きげき,喜劇,NHEP8fl4Xob4OconGAFB
ロマンチック,ロマンチック,浪漫的,NKDj2kut3G69fFuWBUf1
守衛,しゅえい,守衛,NLwVd34ErHFaneSLuTGc
一面,いちめん,一面，另一方面,NMZE3H7OqONpltHC50Vt
強硬,きょうこう,強硬,NMqumveSZFgQZs5VrgTX
細工,さいく,作品，工藝，詭計,NP1wyAxrdAh2xwNH9MUu
尿,にょう,尿,NVk1SXceCDrZm144ANFz
学芸,がくげい,文藝與科學,NVw3tYxhXZOpA3zglTze
なんなり,なんなり,任何事，隨便,NWmbAjG4Hn4vtx2wzG9R
墜落,ついらく,墜落,NYJslivgfAWGzywiC6JV
元首,げんしゅ,元首,NZ8eisRHVlrYuCHnfd5x
連盟,れんめい,聯盟,NZqYMqXKnxuHS68BiY5S
帰京,ききょう,返京,NdpdPFx1XfeSbrkJZdfm
根回し,ねまわし,事前協調,NgvpYqnTrybEiSggtAyG
蔵相,ぞうしょう,財務大臣,NhNP2cFmfjYf5M5zV99Z
持続,じぞく,持續,NjBJi8vwlxQ5jFly3PyR
うぬぼれ,うぬぼれ,自負、狂妄、自大,NjOdKvpgbKfPwbgUgWzN
漠然,ばくぜん,模糊，茫然,NlY6L9Vg4fERhoLVEqaj
イェス,イェス,是；耶穌,NmpPVUUU9Bzq6ZX96mtR
本格,ほんかく,全面性,No7Jj7Znba9wwVwY8MU2
焦げ茶,こげちゃ,深褐色,NoOLEOYwYkw74NTSZsg9
素材,そざい,"原料, 題材",Np4Z5qHR7CUNhturx4Km
前売,まえうり,預售,NrF7savp8NC4y1300ZLX
目覚める,めざめる,醒來,Ns2DXAoX6w8IEPD5zgly
辟易,へきえき,退縮,NsInRa3qlqirfKOPdtCX
晴天,せいてん,晴天,NsM2xwPZF1l2MeQg8WYN
行為,こうい,行為,Nt71Rp8ghQrCFTC348Zq
創刊,そうかん,創刊,NuylAVk2I4QXmAZBTJOX
馴々しい,なれなれしい,熟絡的,NvoG25WOe9UaNVMeo9OM
～著,～ちょ,著作,Ny7lsC6nbv0NGmNPHerC
通常,つうじょう,通常,NzLl9jfTxHjUc9Pyl1vX
レンジ,レンジ,爐灶,O0CaOgXK0iwvgsnAeoUb
見習う,みならう,仿效他人的榜樣,O1RbAciA4XAFso7p7NvB
共存,きょうぞん,共存,O5hmfeOmNcEiAM29hMx1
失格,しっかく,失格，淘汰，無能力,O6xFnHQmmc8977Mf5VTu
丸ごと,まるごと,整個,O7oAko1NFyadZINIbHUJ
ジーパン,ジーパン,牛仔褲,O7wQrzydkEpT3xKkpoTZ
セレモニー,セレモニー,典禮,O8IlgIbRcGyxyQeEaZfh
誠実,せいじつ,誠實,O8wc1cEua6T9hUd0RSpW
所定,しょてい,規定的,OCtTaKoeV4u6V2VUymEh
公用,こうよう,"公務, 公用, 公費",OCzK8uhug7ckzpvuPLPn
自尊心,じそんしん,自尊心，自負,OGBVCLyyBXhj4sps9xiP
一気,いっき,一口氣,OIABIYvu0PZlwz5oVpQ3
微塵,みじん,微塵,OMDbvKUGue0m0KZuRoVP
牧師,ぼくし,牧師,OQRz0yO1efKT7CofhEN4
天,てん,天,OQta3kuQKNFvmfsIS1BV
土俵,どひょう,相撲擂台,ORKG0UlDGfLstzBza26V
理性,りせい,理性,OVZyms06YTOjAOnh4FHd
形成,けいせい,形成,Ob3R1adv64zUWcPzdohp
趣,おもむき,趣味、外觀、雅致,Oc4tM81yLyxKyBsibuYl
肝腎,かんじん,肝腎,OcGoZ3srGLf144kaiOGB
屈折,くっせつ,折射、彎曲、凹痕,Od2JaOAMCsh2lgXKtqJy
領域,りょういき,領域,OdNlef6Bqfa3RP5hpHDk
つじつま (はなしの～),つじつま (はなしの～),連貫性，一致性,OeQV92zhgUmeKnZQcUar
最中,さなか,在...中間,OeiYrau44mu3HllvWZhC
規範,きはん,規範,OfmcgS07WC6CWjabJZS8
脅す,おどす,威脅，恐嚇,OjSjVog9pGQzltJQ8jPh
ロープ,ロープ,繩子,OjWZSwXnpNFde0XaNuzf
きっちり,きっちり,精確地，緊密地,OkDawF2Le2ex5WXrEsxl
面会,めんかい,面會,OpQwIhgr74bTxHfGhz5T
孤立,こりつ,孤立，無助,Oq4XgV05qYsO5nHBy0LB
指図,さしず,指示、命令,Oq638cJeo65uaNEF8eVP
独自,どくじ,獨自,Or1b62YOK0m5fvsnjOlG
天体,てんたい,天體,Or4dN7ei5yrriKer9GZq
こつ (をつかむ),こつ (をつかむ),掌握訣竅,Ou494t5pxDU4PTFVUDCB
業務,ぎょうむ,業務,Ovrv6gno0Qn3EavKxscN
さらう (こどもを～),さらう (こどもを～),綁架,Oy91uARGLKqH5Gw2Tf7U
途絶える,とだえる,中斷,OyFAhiWN0LT0dB3fWp4f
吹奏,すいそう,吹奏,P19BIJ0x2BfBvg70GeCN
受け入れ,うけいれ,接受，收受,P1FPOKXTx892i3WAb69X
把握,はあく,掌握,P1n6kEY38erQZhxiECdv
定まる,さだまる,定下來，固定,P2CKRZgvuDbWTfSogd6o
メロディー,メロディー,旋律,P2v2R1EVWV4uMcyjlgHY
労力,ろうりょく,勞力或努力、麻煩,P37Pdi6IRqlexqWfLpkh
憂鬱,ゆううつ,憂鬱,P3uRVgWbUb6947AeIbNT
野心,やしん,野心,P4lsxfS1xCXDQkIi0X1v
主食,しゅしょく,主食,P4rHHpAHcomdNjGwJlre
ドライバー,ドライバー,螺絲起子,P9WEUrb8Kp1MyC06Opmr
一別,いちべつ,離別,P9wX4XnTIsEQGCqyCZm9
切替,きりかえ,切換,PAqd6R78s2xIKgPuEoCk
婿,むこ,女婿,PArGn6c5caFyiz1fIYRI
悟る,さとる,悟道，明白,PBdK4Wzm1GB5zp1mbuMt
聳える,そびえる,聳立,PF51bNXdDMJkEjWbCQGO
対談,たいだん,對談,PGwhIxmwYloUUzGsH4pz
指差す,ゆびさす,指著,PJjWiHu65UvCXthMfgjj
不服,ふふく,不服,PKC8zLJJ1e4GlkpD8LM4
動向,どうこう,動向,PKTrO1b6ZtC4OBfohJRt
返還,へんかん,返還,PKl7Jy3IzGDzugLVgJsv
国有,こくゆう,國有,PMuD4grW5rSCvFxnhcnU
類似,るいじ,類似,PN8Ovpy4swit743cMaEd
分担,ぶんたん,分擔,POJm8YfXaGZhpdt88hgD
国産,こくさん,國產產品,PQ3M7nn9muNIfv221V3N
文書,ぶんしょ,文書,PSGJerargCJpOXshoWVp
恥じる,はじる,感到羞恥,PTKvpjpejiNaY3nKunzX
セール,セール,特價,PVCtkBxnzFBdMipK8i9v
視察,しさつ,視察,PXJA1OpA5Cm6JkQHIiRF
脱退,だったい,脫退,PYD1IbMjFKdUavfXlaui
緩和,かんわ,緩和,PYcW7qbTaQEeNtSDbhW0
酸,さん,酸,PYyJ9LRc15FawQtl8h9w
決算,けっさん,決算,PaHiNK9TGnx1hzONb9MX
沈める,しずめる,"沉沒, 淹沒",PbBUldUtgLFHsBXNGu70
玩具,がんぐ,玩具,Pcww2iW6rGLPHgr5FEM9
前置き,まえおき,前言，序言,PeWSEXLIifTFXcJTp8ux
潜入,せんにゅう,潛入,PgQYiXCz4FbjIXh3an8x
それゆえ,それゆえ,因此，由於該原因，所以,Pi02XAp2wcdvvsTXLc5J
異性,いせい,異性,PleIC2B1TKR76dKM1faW
下取り,したどり,折價換購,PlvW0hjLqQa1jlUR7w0p
転任,てんにん,轉任,PnogXdNHdz5OXEt3yNEt
辿る,たどる,追隨,PpFn6flV6hon91OfC9o0
思考,しこう,思考,PqlOFYFO4cq9qDdG61cm
びり,びり,最後一名,PrAkUuldUSIBgFMAkIEw
気象,きしょう,氣象,Prw1vV6erv05UyruHBfR
あくどい,あくどい,俗氣、惡毒,PuijThhIFZ5elePu25Ho
ユニフォーム,ユニフォーム,制服,PusvMqxZAFzuivkuCK7N
中腹,ちゅうふく,山腹,PvcO6O55s6FmJRudE0lf
暴風,ぼうふう,暴風,PwRIF1XH0BeFQESN5YEd
安っぽい,やすっぽい,看起來很廉價的,Pxpq60u6a5PExO6U8WB3
映像,えいぞう,影像,Q12HVQKPlvHjsbNmv4ME
進展,しんてん,進展,Q433xuV8o45bAVAHttQw
除外,じょがい,除外,Q4WDTsWXxio4gMmxsN6g
明かす,あかす,揭露；熬夜,Q6fAyaguTX9jGAFnOTm8
杖,つえ,手杖,Q71yvDP5Z0CuaadFZn51
貴い,とうとい,貴重、有價值、高貴,Q7L9Ec7Htco5xJU6qUkn
象徴,しょうちょう,象徵,Q81X2fEljD2jRRlretdT
放置,ほうち,放置,QDLJhIZAGcNG9trJiZfA
必然,ひつぜん,必然,QDerfXrIaNPzppnEiID7
抗議,こうぎ,抗議,QDtCdVqOJJnB3MxXe296
戸籍,こせき,戶籍,QEqd5m9OkRvSiWdbGjxS
だと,だと,如果是這樣的話,QGfeRAgfZVwnvzZrjQf8
欺く,あざむく,欺騙,QHtZ8I4XtkyjjlffvvLk
半端,はんぱ,不完整，碎片，零頭,QL3YjTYFhbNkyk8Yo7PQ
ナイター,ナイター,夜間比賽,QMcsAjhHqFONFQDDkjBN
名産,めいさん,特產,QMfVjqVQa3vaOdaJhWwS
