#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
国立,こくりつ,國立,PDImC10z22CQHHuI3J2N
発電,はつでん,發電,PEkQLys02Ee4qtDzdyPp
戸棚,とだな,櫥櫃,PGw5MwRm3zZLwILh3BvQ
課程,かてい,課程,PI3M9XM5SLnIoWSgbcFp
改める,あらためる,改變，改革，修訂,PM652myRWVaow7c1l27f
有無,うむ,有無,POTErWgZM1DZfWZZwgGr
好き嫌い,すききらい,好惡,PQs0MkLmZYbQQL318OYF
中身,なかみ,內容 / 實質,PTAOxmTL0iVV2ybBCZK9
組合せ,くみあわせ,組合,PWulDpdFyGqQvWIe4FKI
正門,せいもん,正門,PZdEdNOUDyGVzLw2NhqT
肯定,こうてい,肯定,PbwRDQHJLPoCPBT7xfnM
両～,りょう～,兩～,PeMyjYGH2IncLgJqP8TL
ジャーナリスト,ジャーナリスト,新聞記者,PlzamyGtKcpWivqGRSmk
伝染,でんせん,傳染,PpRTvQcp8NicPRmKW505
判子,はんこ,印章,PqbQazDImlktmN8FQmHz
メニュー,メニュー,菜單,PrGTbakX9iLodRAXN9u0
年度,ねんど,會計年度,PtRZP0omrZbBXEOclfLt
チョーク,チョーク,粉筆,PtqnUVv1q7xLzi644BQB
住居,じゅうきょ,住居，住所，住處,Pu3IM463zYFpKaJH7J9J
～室,～しつ,室,Pu8h7dkblUyrBBgx4XtA
空中,くうちゅう,空中,Pw8kvUGObiFdwXXT5Yog
～病,～びょう,病症,Py0PzROQTzV1JhfoAgMP
学部,がくぶ,學部,Q0zaw6lqV8Yp74Wyfcbb
増大,ぞうだい,增大,Q7zXpByvkSbKHPWX3Smw
躓く,つまずく,絆倒,Q9nFtzb1nCJ5sPcbCLar
ガム,ガム,口香糖,QC4eWajjMQFFFmdmLTaY
傾く,かたむく,傾向，傾斜，傾斜,QEnAPAg6WMuULcZVuZlE
唇,くちびる,唇,QH8al3GJGU7ktwB1j8lP
性質,せいしつ,性質,QIuvbqgZyV9Otzc6TdG0
応援,おうえん,"支援, 幫助",QOIbIvv0kMi3C50E4uC9
為替,かわせ,匯兌，匯款單,QPGdV6jT7eid3iDgi7Ue
カバー,カバー,書封,QPUlRgr1pbhCn16GVa1y
膨大,ぼうだい,龐大,QS6hQRyGtjtziBLmWRI7
撫でる,なでる,撫摸,QSFbMZSsQ8K9bqA4MD78
角度,かくど,角度,QVT04Wh83uljSXRPMJDt
休息,きゅうそく,休息,QXBUGs4FzpFAAyBjTUZ3
可愛がる,かわいがる,疼愛,QXVQMYP8YDNPrCCxuXP9
区切る,くぎる,標點，切斷，劃分,QZENpHsjEiwMSEWXtcsb
溶岩,ようがん,溶岩,Qh4Wq0qWGtjAmyjIIimU
基地,きち,基地,Qlw0K2cMJzqrXXbXcg6e
学会,がっかい,學會,QmZIldM9pWxKfnCbNsVL
原稿,げんこう,原稿,QpIMLTYsGDcn90A6Gvib
稀,まれ,稀,QqXUqBcPpO2NR2yAboOK
はきはき,はきはき,清晰地,Qr28Ju7A3rUaGD4FjZiD
努める,つとめる,努力試圖,Qr9Te9UVKS9Z6s3OEIQa
凸凹,でこぼこ,凸凹不平,QyWhkhro3qodYQLMnfGY
行方,ゆくえ,下落,Qz9A1FOFJD6O3SlCWz7Y
地味,じみ,樸素,R2ycjdQLKsT0i5HTmLsH
食器,しょっき,餐具,R4AuaLLDeRzKLcxPGcQS
～島,～とう,島,R658KQukd7RYQpH9tUr4
飢饉,ききん,飢饉,R8wi2OJjUZfOe8IJ5Tnk
マンション,マンション,公寓大廈,RAmFY1ouGvMna90QRKLA
虹,にじ,虹,RApYCeZUFAesQu7i5BQF
～手,～しゅ,手,RFEXHR7YDqIsrwTfJgI4
つうか,つうか,貨幣,RO6CVsOX5ICV83orn7C2
延長,えんちょう,延長,RQJIzLFIUmAsNTibtZx6
自習,じしゅう,自習,RQMThICwQucyB7M4Jcha
フリー,フリー,免費,RRecnc4XTm1NWBb7SH7J
散らかす,ちらかす,弄亂,RRhjwS3GbSX04XbUNQX7
～振り,～ぶり,相隔了,RT68aJEEW7eMGLJjGeOS
四角い,しかくい,四角形的,RUcRVAuM0nudBuF1VspS
解答,かいとう,解答,RYbTeysejQSZM2Vx61fi
定員,ていいん,定員,RYkBmDaGM8TVrrs559pE
下線,かせん,底線,RbTDXTWpLPZiKewLr4BA
錆びる,さびる,生鏽,Rm8OyzflywIr1hjCJdJ4
殻,から,殼,RnjsJDttBoXFIQ36Sjxe
遠足,えんそく,遠足,Rql3L2ETgctgfXLqx2Hn
争う,あらそう,爭論，爭吵，戰鬥,Rr0nxzYcz2RjgBcI1qeG
頭脳,ずのう,頭腦，智慧,RwO9l6moFa2lRIJruC8F
しょうがない,しょうがない,不值得。,RxX9j5rEhglDc7DiJvkb
通路,つうろ,通路,RxvRU6lrxopPlqwFimUK
周辺,しゅうへん,周邊,Ry0bLvZ5QWFsSFuLcSTV
儲ける,もうける,賺錢，生子,S0pn3NP4Ucp2fAsDtjNa
～点,～てん,分,S3Y6ljoJPJzLuBocQew3
踏切,ふみきり,平交道,S4aqA2wP30yPIE4GJwtx
偶数,ぐうすう,偶數,S5h99iiEgkDfn7pVtD9R
御中,おんちゅう,諸位 / 公司,SBqWleKl5LY5dyT3lOzc
ひとりでに,ひとりでに,自然而然,SE4dIYTNWQfaQDh7fqBd
催し,もよおし,"活動, 節慶, 儀式",SGJt83SP9ucyRiBNIDAR
口実,こうじつ,藉口,SGfXE1f3x7IPRQGVuH0C
セメント,セメント,水泥,SLy7kRIuOPQplZ0E1SPA
しめた (かん),しめた (かん),我抓到了，好的，行了,SN61dxfWOZckxm2JOtcu
発想,はっそう,想法、思維方式,SNhJ8XnUhmOzFHick9AP
水曜,すいよう,週三,SO9xpPQx7KomHV14al9V
煙い,けむい,煙霧瀰漫的,SPpjdA8qUZI3Of6kcfOM
売上,うりあげ,銷售額，營收,SPuiAQt0gpjKFDtrXwsf
焦げる,こげる,燒焦,SRFvLiAeUhwCP0B4OJCo
天皇,てんのう,天皇,STsvwtaM5nDkBQqHuXpG
同格,どうかく,同格,SVywaM6KjTEOWOwzoZ0k
発,はつ,出發,SaEsm5s8JuXushv6m08c
元日,がんじつ,元日,Sds44v4kA5k2sCXn1FMX
ファスナー,ファスナー,拉鍊,SgRWBJsOOFLpFcLd57hK
瓶詰,びんづめ,裝瓶,SkbxUyf9UZMTiEKlJjb3
どきどき,どきどき,心跳加速,SnZZpeADSQOwl7gSZzVZ
脅かす,おびやかす,威脅，脅迫,SqSr81sPP6AVdrjzwL01
慌ただしい,あわただしい,忙碌的,SsOiSWYsIJyN4tp1PoJT
片道,かたみち,單程,SwmwpKusrsrJAywuHoRH
坊や,ぼうや,小男孩,SxH43qkpg5NacL8cgLZ9
蚊,か,蚊,Sz73JhMmlmRpEVHCi40i
偉い,えらい,偉大的，著名的，非凡的,SzQtu324VcDy6qpjuOnc
相撲,すもう,相撲,T9QxgjcMXs19oaRRy0Xy
キャンパス,キャンパス,校園,TAvyHgzD1Kfd1IsAH4sB
朗らか,ほがらか,開朗、明亮、悅耳,TGatjHSHQEUikDIe9RYY
～名,～めい,人數單位後綴,TKzwFZsjfhbH1JEozU9Q
苦心,くしん,苦心,TLBMNdxNaajCDlVEGb7x
まじる,まじる,混合，摻雜，來往,TLqk36kUkAEmt3D8i1V4
当番,とうばん,值班,TMk5QQ9SjhSNNnWxeWtf
シャッター,シャッター,快門,TOpBjogXrbYjY8mg4UxB
筆者,ひっしゃ,筆者,TW19B5sGbsRLIfRXHp39
下る,くだる,下降，落下,Tam8UG7slSoeuxUFJxF7
泊める,とめる,留宿,TdtBFWKVuDcjJBrix7Nz
傾らか,なだらか,緩慢的，柔和的,TfdHToRSZmpRsRDnugh7
実力,じつりょく,實力,TgqLDhSDFoYFwzYqhMvl
消化,しょうか,消化,ThBMXrk8gRHAsHnlSkuV
募集,ぼしゅう,招募,TiIyvJmJp28OuKBLGFQS
助教授,じょきょうじゅ,助教授,TnGE8B8StGINcRSZjBjq
襖,ふすま,襖門,Tqs1GQSG6Iv9eRzgdLiv
お手伝いさん,おてつだいさん,女僕,Tr8mDYgfpdXtutsIQZM4
全般,ぜんぱん,全般,TsJPMXSLcSN5ae6PVstn
短～,たん～,短～,TzETNbPVwNnQVtVzHIly
強引,ごういん,強引的，強勢的，霸道的,U2ow6q1kURfP93Xi37Ew
心身,しんしん,身心,U3GUmHkao3MGYQM2Q91X
スマート,スマート,"聰明, 時髦, 苗條",U3NIKB8N5gmqiSBWubVF
題名,だいめい,題名,U9D08vnquiL3UiN2gDH8
自ら,みずから,親自,UB2Qjf5TAgk4aa75V3br
原産,げんさん,原產地,UExWi3zTrqOhimrtnPC9
本部,ほんぶ,總部,UI3dCFUox35ReVuPxcmH
県庁,けんちょう,縣廳,UIoQgD9f2OTqiAbW6oh3
めっきり,めっきり,顯著地,UJt2nm1jxQDkFH49nlWZ
見下ろす,みおろす,俯瞰,UMiml9Uw6VqFtX1o6zxl
筆記,ひっき,筆記,UOGJinP7DvYW9iDL4VbB
～気味,～ぎみ,微～,UQC1gBwWVUrtketgaOuD
英和,えいわ,英和辭典,URTP1Y37c69xzVwUzMEZ
小～,こ～,小～,UThNGrccdg2ye770zTlK
灯台,とうだい,燈塔,UTtoWMwXRXi3sqrHzTgz
行事,ぎょうじ,行事,UVvs1tdOlb21Sj2i85fY
接近,せっきん,接近,UWzrlVOnNGla9Mucdhhv
南北,なんぼく,南北,UZNPQwemtN3EKETvIngf
サンプル,サンプル,樣本,UZoWuej4b4xNfI4zrIXx
造船,ぞうせん,造船,UaWuksShw0XcpexpOM4s
盆地,ぼんち,盆地,UerAuNAnOzKVWmnkMHWV
詫びる,わびる,道歉,UlAO7WGNybnvMvZgxZQf
観念,かんねん,觀念,Un7tqom4iBNIEsqXVAfx
敬う,うやまう,尊敬,Uq69Fp60RwjJiAQpzlrF
社会科学,しゃかいかがく,社會科學,UsrsVJdgOEzo3xe27X0T
地質,ちしつ,地質,UszJNLRiNeCqrqOxfclg
長～,なが～,長～,UuWRFHW8giEe393WWGeP
謎謎,なぞなぞ,謎謎,UweUwLiwNhFkarpLte71
～船,～せん,艘,Uwj5lNYPrxeI3b5sXXst
騒がしい,さわがしい,嘈雜,UyupMFRvcL2rjZOSBfKZ
コーラス,コーラス,合唱,V2nTqIrad3qjrmG6ydKN
長所,ちょうしょ,"長處, 優點; 優勢",V3Zti5YirFzmU3rwnxqO
清掃,せいそう,清掃,V8PRPSS5wa5Izuh76Yma
響く,ひびく,迴響，影響,VDh7wOA1tipeMxf86wHJ
濃度,のうど,濃度,VEIK6C5grXFB9Vi5hGt7
お待たせしました,おまたせしました,讓您久等了,VF5w4abxOU6k2GOqSEMD
モノレール,モノレール,單軌列車,VFczYdyeRqNE7PKqTFp5
フライパン,フライパン,平底鍋,VMjQvRnTdXNH7U3I1W1v
余所,よそ,另一地方，他處，陌生的地方,VMw2lXInUsTwXQ7cFjk3
アンテナ,アンテナ,天線,VOLP5YEaGqTdLUIQIVEt
学年,がくねん,學年,VPKeiLQNpMddjXIzPIsZ
ダム,ダム,水壩,VR5FeZDvt2kXdZAMRTb0
ごちそうさま,ごちそうさま,多謝款待。,VSsGXi9ejw7bWL8MqHub
敷く,しく,鋪設,VXdlxMlLnW9DBtZEQ4CV
群れ,むれ,"群眾, 群鳥, 獸群",VY0G6RyF7r250u0fLRH5
割合に,わりあいに,相對地，比較地,VZBt3QJEzrCkl4dAu3lD
現～,げん～,現任,VaFVvmrIzYhQeJgpZq8M
～難い,～がたい,難以...,VcelBwtA7AmZwdWKbE3Z
剥がす,はがす,撕下，剝離，揭開，剝去,VcsdudoAXjZgs38oQoYw
しいんと (する),しいんと (する),寂靜無聲，靜得可怕,VdikIC65w2W32FhOxbeq
古里,ふるさと,故鄉，出生地,VhcmGw8zp5F72BMg7vXE
窓口,まどぐち,售票口,ViaVMjZR9fmIVcdP3WAv
手前,てまえ,在前，此側,Vkbw925z9F4gBXEUWmE5
大学院,だいがくいん,研究所,VlZszCWgQ4CjkdWU280s
手頃,てごろ,實惠，順手,VmUzhQDIorV640mJA8hk
転がす,ころがす,滾動,VnmbsequQyU0uLBi9DT3
各々,おのおの,各各,VoL0xISG0IugqNtaDaaL
四つ角,よつかど,十字路口,Vy15QfkdKLZaqZzJj628
～外,～がい,在…之外,W0pCllIEq2BgHgC3jkgN
地帯,ちたい,地帶,W204dNeoaO6I1txFO9sn
日当たり,ひあたり,日照或陽光充足的地方,W2qe4BXzWeMzswuV7QhH
薬局,やっきょく,藥局,W3hXqAzp3XWbQrZVFDns
方角,ほうがく,方向,W87lXDp326juOAhweXXV
一段と,いちだんと,更加,W9iPwcrQNl5nJCU2KHqM
こしらえる,こしらえる,製作,WANNydsL71ythtLSOnjM
面倒臭い,めんどうくさい,麻煩的,WCoZMaKCHUHwTYsI2NYq
催促,さいそく,催促,WDUgJtKZkCCT3hDfI4pV
引っ掛かる,ひっかかる,被掛住，被卡住,WNkjID2nM8K37fRaqAuc
でたらめ,でたらめ,胡說八道，隨意的,WNyW8NtyQhtp0x3dDP8O
大凡,おおよそ,大凡或大約,WTr0RPjTOSm22CKJgQHF
一流,いちりゅう,一流,WUCXcE3xbr6vqCXfHV7b
貸家,かしや,出租房屋,WUE6hJf6H7GsUNCLa1VO
受験,じゅけん,參加考試,WUaJALLf7Xk0Y9bikFPm
日差し,ひざし,陽光,WVl7VMvrO8f8g6aGJlmX
取り入れる,とりいれる,收穫，採納，採用,WYkGZQhIGhbGAMRJaTUT
附属,ふぞく,附屬,WaFYtKzROTcnuw2viiYZ
本来,ほんらい,本來,WbHhWfW2k0zS3y8dzOhx
欄,らん,欄,WboHcims9n9BNWMlf9cX
被せる,かぶせる,覆蓋,WcOPElSHz5iHp3JwEvFS
侵入,しんにゅう,侵入、突襲、擅入,WdXctXhpG38nmjJrMYKR
早口,はやくち,快嘴,WeUWx8txpyqiKCSRv2dt
停電,ていでん,停電,WfqGjVDXb7rse3xcuJMC
刺す,さす,刺傷，咬，戳，刺入,Wg8ZO5ohxK1Bt52SRycz
直径,ちょっけい,直徑,WhPTSQqIMZzZzko7DMAZ
車輪,しゃりん,車輪,WiWm3tfI6ZDeuwGgjexV
段階,だんかい,階段,WicU59BVXQGMWZciEKFh
倉庫,そうこ,倉庫,Wnpvlgj2wwnMSFDfbyCa
統計,とうけい,統計,WoFbRi7vllttySvihT1T
耕す,たがやす,耕作,WtXsvbhRa9hYY3LnBzsE
ばね,ばね,彈簧,Wu9uXVxVoeClxOXEaFmV
女房,にょうぼう,妻子,WwHVKEsvjoluiOrW13Zf
相違,そうい,相違，差異，不符,WwasVauyWN2sxhHOgmki
銘々,めいめい,各自,WxPsHKSqhBTMHBItxMn8
句読点,くとうてん,標點符號,WxwQ3cesYNIrr0wJfsHJ
ご苦労様,ごくろうさま,辛苦了,X35MdkLvkIo7jkWWZqQG
基礎,きそ,基礎,X8DJ27uDiiaiVrd2KPmA
会館,かいかん,會館,X9GGteDkzZ0Brxg5JGg1
作者,さくしゃ,"作者, 藝術家",XD5Tb82pyBAE0AWzMtIW
王女,おうじょ,王女,XDZWVgEa4XRJAUwpKEnA
零点,れいてん,零分,XFXMmsp7kl9SEkZEATze
～辛い,～づらい,難以進行⋯⋯,XJ7SgTl7MYjKhtvjQpJ0
呼び出す,よびだす,召喚，呼叫,XLDc4Byd4mjGiqG5yOJI
嫌がる,いやがる,不情願，討厭,XLvNperPBsJKZY3bAwBG
伯母,おば,伯母,XM47x7ZZjolbIIeYfnJm
剃刀,かみそり,剃刀,XMFOQzl7d6Vqer3dfIQT
扇風機,せんぷうき,電風扇,XODoHQMdTWT7dtnkfU9u
最～,さい～,最,XR9LosLQwMgjJdFMalRx
積む,つむ,"堆積, 疊加",XSBXMU5nbrVB24xdCWQy
姓,せい,姓,XTQwDJB2c74hv2DYEDjl
反～,はん～,反～,XUytkl07F6QNC0l4FIJJ
定休日,ていきゅうび,定休日,XVim3hwPDBIGlew2RrOu
等分,とうぶん,等分,XadH1Aee3yOm1X12Ylp8
そういえば,そういえば,說到這個，...,XbNWxcxtqgMNnHj5a4CD
剥す,はがす,撕下、剝除,XdGLGf2ZKf2uVcPYtxRw
清書,せいしょ,清書,Xh0KuAW9KSKQAMNLer4z
立ち止まる,たちどまる,停止、站住,XnAYGrUuHO0pqL4s3B5q
重体,じゅうたい,重體,XsCUD78Wlwaa80gK2Ebg
溜息,ためいき,嘆息,XslIP0Br5pZXJfj07KP8
足袋,たび,足袋,XuEVkzcu3v283z2p5HWP
重～,じゅう～,重～,XwbcDbNHArptOvPHTc9T
うなずく,うなずく,點頭,XzH9m0k5P2JQDS9j2NXx
今～,こん～,現今,Y1aVEnyZ2GrNUPDTH15a
水分,すいぶん,水分,Y3oLTolQh5JVDMOXFlLi
再三,さいさん,再三,Y7pA8YH68nbEo0NW4SfK
～羽,～わ,羽,Y8gjhRqXeRnU8em7Zozq
妥当,だとう,妥當,Y8wkfG71mR8XkG1ZfjRd
問答,もんどう,問答，對話,YJL8rEwDNofqxi2UUyQ4
洗面,せんめん,洗面,YKFBTl5QdsYgTnbjPxaH
引き出す,ひきだす,拉出來，拿出來，提款,YMfPz6jbEOZjPJYYdSrO
杉,すぎ,日本柳杉,YPTVuulQDt7RQFbeM4r4
普及,ふきゅう,普及,YSklGM3zs4U46SDXUOu3
書取,かきとり,聽寫,YVOqdJkaYVbTOaEA7OiZ
商業,しょうぎょう,商業,YVjAYnNYop3ibBCAlQO3
ぶつぶつ,ぶつぶつ,發牢騷，嘀嘀咕咕,YWMdmzfnOxeTmxCjOJAi
妨げる,さまたげる,妨礙，阻止,YXGiHi1vc3TADe2ypJGL
光線,こうせん,光線,YXZlMfYcTIkoUjxUeod4
～所,～じょ,處,YZgZM1OhOCgOabM1yfgS
手続き,てつづき,手續,Ybms3DIByNpjizCn3Zn8
一昨日,いっさくじつ,前天,YcMMzgq0RLiZnNkkW5T8
南米,なんべい,南美洲,Ydxg1H3wF9ZVToz75uaV
早速,さっそく,立即，馬上,YfXlCV5gWxVBwEDKYFrK
やむをえない,やむをえない,無可奈何，不得已,YfdGElIXrjNP3RwVZLjU
～領,～りょう,領土,Yi33YGDA2S5k1plouuVf
回数券,かいすうけん,回數券,YiwYMtlHLQIVtc9ry3qw
あれこれ,あれこれ,這樣那樣,YkYST3A1VzaiIYTfwkD2
時間割,じかんわり,時間表,YkkRidZzukOV0RMSGIOD
力強い,ちからづよい,強而有力的,YmHUFARlpaAzAa8PcEr2
切っ掛け,きっかけ,契機,YmOMHC1gfhxtp6ZuzKVe
売り上げ,うりあげ,銷售額,Yrds9usjdCQ0mIZgUjrT
災難,さいなん,災難,YsWdvwEKD6V7DEb0BgKl
針金,はりがね,金屬線,YszNAOKwPpR0fa77551F
プリント,プリント,講義紙,Yt6B2vVSjR91DOB2tsU8
地名,ちめい,地名,YthKOIApmWTiCdXaJ9Om
見送る,みおくる,送行；護送；放行,YvQxuCMjG0Kg9sJ1fxb1
測量,そくりょう,測量,Yven9rTrQgS44p3CHuLo
潰す,つぶす,粉碎，浪費,YxllGln31UeomrzjVo38
引き返す,ひきかえす,折返、回頭,Yxp1lSFAMtanBr6CVF0J
実例,じつれい,實例,YxylwfqQSmN66x4kZkyF
我～,わが～,我們的～,Yy5s9DzEYcYPOvRtivFt
かしょ,かしょ,"段落, 地方",YzPOvkSB4UZnYA0bnraP
話し合い,はなしあい,討論，談話，會議,Z2z9nEdJBJ1JYJcAoYlE
コック,コック,廚師；水龍頭、栓,Z8sT801nFoJP4AVvibVe
磁石,じしゃく,磁石,Z91NUvAV5zWqlcuroW61
差し支え,さしつかえ,障礙,ZA44B0aeD4U92HmIynLk
砕く,くだく,打碎，粉碎,ZCm4RPQth8y07A0V0poj
ワンピース,ワンピース,連身裙,ZJ92n63dvYVaopMXCtti
交代,こうたい,交替,ZKfBlAhcCydHcrTDMo7G
無沙汰,ぶさた,許久未聯絡,ZLdjeiqk7elYEg2H6ARv
属する,ぞくする,屬於,ZMURm9z6UvPe7QbuYF1I
水平,すいへい,水平,ZNA2dsh4PtzAyYvA78iT
便箋,びんせん,信紙,ZNOh3GQpbwq3ef3EPHeH
吊る,つる,懸掛,ZSQvMl6BOediUNjcW4pT
落し物,おとしもの,遺失物,ZVwGXU1XBCsmU0YAWG8a
美容,びよう,體態美,ZWMPfGPAOlIcPuJ8ONjV
足跡,あしあと,足跡,ZXcTrSikOorVLrk1dKPO
前～,ぜん～,前,ZauWdGrIz2RA9NbZxbM5
木材,もくざい,木材,ZdheP4up6xbWTQ685PrI
鈍い,のろい,鈍的；遲鈍的；笨拙的,Zf2HGVTVcdDHFOxUrn7T
所々,ところどころ,到處，某些部分,Zouc7HElwixkDTeH97uM
撮影,さつえい,拍攝,ZpGKeQFXs8xKZm6BlLnA
売り切れる,うりきれる,賣完,Ztwk48XLux9ArH5FVyaN
御無沙汰,ごぶさた,好久不見,ZwJMfbU3id89nMRe8sNR
艶,つや,光澤,ZxoaOR6Y2lzGK9ypPjPa
縮小,しゅくしょう,縮小，減縮,ZyTuBLPhToUWgsgIIJeK
もたれる,もたれる,倚靠,a0Y71fFYo6WaU0MKpl4b
望遠鏡,ぼうえんきょう,望遠鏡,a2WDXIdBOqNX4EWPzIQs
点々,てんてん,零星地，漸漸地,a36aTpxldVXUwyIzDPsa
改造,かいぞう,改造,a463GWYUxOTa2WuTw8W8
締め切り,しめきり,截止日,a4d2opnIgJ0nr8WRbeqy
重量,じゅうりょう,重量級,a584w9KgHJbv13jfAbx0
水平線,すいへいせん,水平線,a6woa1f0hICFcPCfor0Y
～ぽい,～ぽい,⋯⋯的樣子,a8lc9Wc2Wm9CVgoAvrZO
打ち消す,うちけす,否定、抵銷,aBufx0Ksd2PXRChGKNib
副詞,ふくし,副詞,aGbVNL5FVqnudmGXfceT
～山,～さん,山,aI0cxMx3GIM7lb7YzQfP
和服,わふく,日式服裝,aJSYc4NOzB6wxLGD5Chd
夜間,やかん,夜間,aKrR9zo7th1XHGB0srfN
用語,ようご,術語,aLLYNU6SDfYXlsQiuZJR
～庁,～ちょう,廳,aMJJUQm5EW6mMhx2xHPl
務める,つとめる,擔任,aQA75Y9ZS1aA1HpYAsFh
列島,れっとう,群島,aRIxcuZBv0VXMVBbQAm4
そうっと,そうっと,輕輕地，謹慎地，溫柔地,aTomAYzGiqVSmGNvOmEr
障子,しょうじ,障子（日式紙拉門）,aVaKQUUhK30VsAu1NOHB
噴水,ふんすい,噴水,aVjG9YrpRJD9EGmPGyKC
雨戸,あまど,防風門,aW8vXCabGdDj9sq8PKiG
何分,なにぶん,務必，請。,aajNwIoYntxcjBF8Bpzy
生る,なる,結果,acrY3BUB12l2964FCS8O
形容詞,けいようし,形容詞,ajTYKTQsYPwNgiPskYst
火口,かこう,火口,ajkObgDbeepmPuPwxBqo
合同,ごうどう,合同,akM4E8IYWD0hentPYU4e
間もなく,まもなく,馬上，不久，隨即,alFctlPntiu1SX5uPuio
脱線,だっせん,脫線，離題,alL3V7RWYOtabNNdx4Wf
～女,～じょ,姊妹,alU3pgNce8SVNXWmUm2F
エチケット,エチケット,禮儀,almutSc0OBD36LngoNc0
看病,かんびょう,照顧病人,anzGheDnZxsuOALGRfpH
寮,りょう,宿舍,aoOURHnXxLcPX9fu7g48
よこす,よこす,寄送，轉交；交出（如金錢）,apflWIEXpTxsVpYXliRD
騒々しい,そうぞうしい,吵鬧的,asMVjtDNNb2l2j42PxuP
はめる,はめる,嵌入、戴上,au72zslHUluynPWHEvoN
友好,ゆうこう,友好,avZnnLXArsfeSciAu9uk
暴れる,あばれる,暴行或狂亂的行為,b2UV7akapMzZ8z6tt4uN
判事,はんじ,法官,b2Uxdotzl9jYGTCANooL
アクセント,アクセント,重音,b7MAsSz4uGekuuULVGqU
懸命,けんめい,懸命,b8shRRFE4klpuIhKyycw
明け方,あけがた,黎明,bAAbYy7dbhlgaqbxhlzG
生意気な,なまいきな,無禮的，莽撞的，厚臉皮的，猖狂的,bIw3w2Xf12LetVdESORr
幼稚園,ようちえん,幼稚園,bMYBiEdC8DArpRobnol6
便所,べんじょ,廁所,bNmA6nkt0bMwyZdYeVdT
編み物,あみもの,編織,bQGLwVawDP84Ite0Rf3t
店屋,みせや,店鋪,bS0JLKQx8m5CDL6HBAc5
感ずる,かんずる,感覺,bVY6wKSSEMlq7LDtkBm5
社説,しゃせつ,社論,bXlyuD6a6FLrnD9oXsVH
東西,とうざい,東西，全國,bXuKOf3jZspHFJZioYpy
うどん,うどん,烏龍麵,bYpetwE96bgzRQCBFhGU
お大事に,おだいじに,保重，祝早日康復！,ba55AeIV881XbRp1VcR4
裁縫,さいほう,縫紉,baQtTHuRnkccJbAhm5FV
初～,しょ～,初～,bdF9BQpTr9U9Nk2bB1tw
長引く,ながびく,拖延,bi7dx8B6XlAQayCLUzmK
枚数,まいすう,張數,bjc9N9iG9mwTuQCu9Qrk
～間,～かん,之間，期間,blm1sAwmPFCKdz7KpEte
繋がり,つながり,連結、關係,bmRTSjZB1Pn8if88beiM
低～,てい～,低～,bp3EmmFZHDsfQjAcA3Wh
満点,まんてん,滿分,brxLQWImRp9uMPWewPBN
跳ねる,はねる,跳躍,bx3tMjhwhDYAxaDfILEO
乗換,のりかえ,轉乘,c50Ea1YBkl3RZTzsWjO9
意義,いぎ,意義,cAeYIZYWhHQ8tld2CYZP
ちぎる,ちぎる,撕碎，採摘（水果）,cBLmhQAGGpsjqMKEyQxG
成立,せいりつ,成立,cCVeiEoxycqoQtgd2dgZ
区域,くいき,區域,cCXeBbJuYT3pHgkszt6r
伯父,おじ,伯父,cDdgzhMfMv9u2MoICiN5
危うい,あやうい,危險的，危急的,cEKVE3r90c2u1Mvbmgiy
探る,さぐる,"探索, 尋找, 調查",cFK7kln5xHOl0tjYxmPo
刻む,きざむ,切碎，雕刻，銘刻,cGKmO7kgNy8OB48EcbNl
火傷,やけど,燒傷,cGsRHhFtirxCaykCN2G8
寿命,じゅみょう,壽命,cL0dmHjMHispAchhd7oa
始めに,はじめに,首先,cMzGDyzwqwwipzDVk2YJ
原始,げんし,原始,cOTXWCclKWI2ANGkABW4
住まい,すまい,住所，房子,cPOFo3ztAXSIJLPFFhwn
物凄い,ものすごい,驚人的,cTkmIICyNHM7DrqzK6BB
剃る,そる,刮鬍子,cUUvk7SEtFfcwGg1C1s1
容器,ようき,容器,cXbZpdM4Fy5U3u8lEAZI
迫る,せまる,逼近，施加壓力,cY1Ec6HqzI825Ov9rw92
加熱,かねつ,加熱,cb1r7cEdhmQMoM2wRkGn
バック,バック,後背,cc1WWAIJqX53cereS36k
伝わる,つたわる,傳承,ccI5uo8dqoeINE8dheu7
憎む,にくむ,憎恨,cePkJDdINv1aaBK0Op4T
ピストル,ピストル,手槍,chHSekbyApIll1I23qiy
区分,くぶん,區分,chI52ZpY8ZYBshMgCkbu
休養,きゅうよう,"休養, 休息, 休閒",cj1FiM1TmqoJ5WOu9Arq
釘,くぎ,釘,cjbYqmev78qA4KyJuw8A
広場,ひろば,廣場,cnXobMXKftlXChOYihPQ
～弁,～べん,方言,cpJIJHTMsnkT0MjTA2H4
振り向く,ふりむく,回頭,cv8HFo0tOypZWvw6nu21
絞る,しぼる,擰，擠,cvdcajMSLIf5g951QcPo
恨む,うらむ,怨恨,cwHluQxt4g6vwkjeWBnG
～港,～こう,港,czwH2bjcU8I3GlvV7ijn
炊事,すいじ,烹飪,d5LAMSRYnLw6kzGoHJ11
なんとなく,なんとなく,總覺得有點什麼,dBA8VFejsNOYf5zjdcHA
為す,なす,達成，做,dEw8c0k7r0yd8074MJwa
牧場,ぼくじょう,牧場,dIbLtinLrcpY5CLwUELF
末っ子,すえっこ,末子,dJXNvV83C2X8zJPqMPgo
